CODIGO,DEPARTAMENTO,ELEVACION,LONGITUD,LATITUD,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
27025030,Antioquia,1601,-75.15052778,7.07191667,17.979545454545452,18.191954022988508,19.15882352941177,18.76235294117647,19.374025974025976,19.8375,20.261363636363637,19.73563218390805,20.110112359550563,19.088095238095235,19.039024390243902,18.694382022471906
27015090,Antioquia,1453,-75.55325,6.31969444,21.668817204301074,22.563218390804597,22.20645161290323,21.58666666666667,22.264516129032252,23.144444444444446,23.51182795698924,22.640860215053756,23.47555555555556,22.059782608695652,22.186666666666667,22.432258064516127
11115020,Antioquia,1294,-76.02966667,6.75802778,21.156043956043955,21.174418604651162,21.260215053763442,21.490243902439026,21.670454545454543,22.170731707317074,22.24494382022472,21.72530120481927,22.162790697674417,21.50227272727273,21.46951219512195,21.87317073170732
11025010,Antioquia,2018,-76.08433333,5.87830556,16.752941176470586,16.718987341772152,17.02093023255814,16.742857142857144,17.3448275862069,17.31460674157303,17.38064516129032,17.182022471910116,17.206976744186047,16.770114942528735,17.04222222222222,17.073170731707318
26215010,Antioquia,26,-75.91952778,6.03955556,17.779310344827582,18.2925,18.45813953488372,17.566666666666663,18.548837209302324,19.138095238095236,19.44615384615384,18.809638554216864,19.44090909090909,18.11098901098901,18.272289156626506,18.526436781609195
11115040,Antioquia,1396,-76.20333333,6.77797222,20.213043478260868,20.188505747126435,20.78279569892473,20.391111111111112,20.82,20.748314606741573,20.858064516129033,20.381521739130434,20.638636363636365,20.341935483870966,20.52444444444445,20.395555555555553
23085110,Antioquia,247,-75.24130556,6.21422222,17.55909090909091,17.83132530120482,18.247058823529407,18.0,18.905494505494502,19.471910112359552,19.38494623655914,19.243478260869566,19.346511627906978,18.137078651685393,18.319999999999997,18.10967741935484
23085140,Antioquia,1325,-75.10069444,5.96380556,20.68387096774193,21.411494252873563,21.322222222222223,21.006666666666664,21.69247311827957,22.075555555555557,22.255913978494625,21.99354838709677,22.44943820224719,21.197826086956525,21.502222222222223,21.26881720430108
23085080,Antioquia,859,-74.83669444,6.48358333,23.996296296296297,23.65679012345679,23.68444444444445,23.130769230769232,23.59480519480519,23.941333333333336,23.84578313253012,23.733333333333334,23.950617283950617,22.428571428571427,,23.56222222222222
27015110,Antioquia,2652,-75.55571944,6.78006389,12.483870967741936,12.059770114942527,13.280434782608692,13.237777777777776,13.705376344086023,13.493333333333332,13.765591397849462,13.404444444444445,13.73777777777778,13.245652173913046,13.25348837209302,12.716483516483514
27015190,Antioquia,1440,-75.14675,6.54038889,22.435897435897434,22.133333333333336,21.849999999999998,21.56,22.195,22.365517241379308,22.681318681318682,22.391111111111112,23.136363636363637,21.741860465116282,22.464367816091954,22.021978021978022
26175030,Antioquia,1153,-75.69091667,5.71733333,22.182795698924732,22.565517241379307,22.30537634408602,21.86333333333333,22.507526881720427,22.931111111111107,22.94623655913979,22.572043010752687,23.19111111111111,22.503225806451614,22.511111111111113,22.337634408602153
11075020,Antioquia,1833,-76.14330556,6.29830556,,,,,17.94264705882353,17.48705882352941,17.189887640449438,16.767500000000002,16.81927710843373,16.847499999999997,,16.807142857142857
23105030,Antioquia,990,-74.79652778,6.77411111,22.576344086021503,22.86206896551724,23.136559139784943,22.784444444444443,23.361290322580643,23.683333333333334,24.08695652173913,23.61505376344087,23.817073170731707,22.897826086956524,23.280898876404493,22.825806451612902
37055010,Arauca,128,-70.73805556,7.06944444,26.81978021978022,27.23953488372093,26.959139784946238,26.28666666666667,25.959139784946238,25.925555555555558,25.349462365591403,25.866666666666667,26.090000000000003,26.753763440860215,27.583333333333332,27.245161290322578
