,Elevacion
46781,2094
46782,2206
46783,2098
46784,1956
46785,1622
46786,1516
46787,1203
46788,1530
46789,1873
46790,1630
46791,1585
46792,1509
46793,1360
46794,1358
46795,1531
46796,998
46797,760
46798,1167
46799,1499
46800,1877
46801,2176
46802,2032
46803,2360
46804,2036
46805,1804
46806,1859
46807,2224
46808,2369
46809,2912
46810,3037
46811,2645
46812,2369
46813,2190
46814,1879
46815,1728
46816,1433
46817,1418
46818,1797
46819,2110
46820,2276
46821,2598
46822,2166
46823,2255
46824,2517
46825,2788
46826,2823
46827,2773
46828,2878
46829,2438
46830,2248
46831,2600
46832,2593
46833,2626
46834,2967
46835,3258
46836,3476
46837,3350
46838,3426
46839,3545
46840,3782
46841,4038
46842,4068
46843,3780
46844,3862
46845,3898
46846,3880
46847,3979
46848,4034
46849,3931
46850,3803
46851,3949
46852,3974
46853,3961
46854,4172
46855,3993
46856,3994
46857,4236
46858,4453
46859,4494
46860,4257
46861,3807
46862,3997
46863,4037
46864,3579
46865,3721
46866,3519
46867,3145
46868,3100
46869,3083
46870,2871
46871,2557
46872,3110
46873,2399
46874,2430
46875,2844
46876,2959
46877,2605
46878,2248
46879,2455
46880,2703
46881,2955
46882,3381
46883,3617
46884,3677
46885,3484
46886,3194
46887,3223
46888,2954
46889,3225
46890,3018
46891,2498
46892,2269
46893,2197
46894,2815
46895,1906
46896,1701
46897,1751
46898,1694
46899,1880
46900,1411
46901,1424
46902,1392
46903,1387
46904,1373
46905,1433
46906,1346
46907,1203
46908,1188
46909,1191
46910,1148
46911,1216
46912,1260
46913,1239
46914,1249
46915,1054
46916,1015
46917,1029
46918,1010
46919,1000
46920,1008
46921,1012
46922,1129
46923,1040
46924,980
46925,995
46926,941
46927,953
46928,1042
46929,920
46930,1009
46931,961
46932,923
46933,914
46934,828
46935,784
46936,866
46937,801
46938,779
46939,736
46940,691
46941,574
46942,492
46943,411
46944,382
46945,382
46946,431
46947,330
46948,314
46949,475
46950,423
46951,465
46952,339
46953,269
46954,327
46955,451
46956,489
46957,456
46958,434
46959,375
46960,332
46961,316
46962,281
46963,240
46964,221
46965,171
46966,140
46967,133
46968,119
46969,113
46970,114
46971,105
46972,110
46973,114
46974,110
46975,118
46976,116
46977,111
46978,108
46979,108
46980,100
46981,105
46982,105
46983,108
46984,113
46985,114
46986,116
46987,121
46988,137
46989,144
46990,122
46991,94
46992,119
46993,162
46994,143
46995,102
46996,94
46997,101
46998,101
46999,140
47000,149
47001,122
47002,122
47003,116
47004,110
47005,102
47006,97
47007,94
47008,106
47009,102
47010,102
47011,118
47012,123
47013,129
47014,154
47015,158
47016,155
47017,159
47018,164
47019,153
47020,165
47021,156
47022,140
47023,141
47024,132
47025,136
47026,117
47027,122
47028,132
47029,137
47030,134
47031,120
47032,106
47033,130
47034,108
47035,104
47036,109
47037,115
47038,130
47039,180
47040,146
47041,173
47042,236
47043,202
47044,219
47045,198
47046,172
47047,163
47048,142
47049,173
47050,255
47051,278
47052,221
47053,239
47054,249
47055,347
47056,483
47057,678
47058,988
47059,725
47060,572
47061,389
47062,319
47063,392
47064,483
47065,451
47066,673
47067,499
47068,521
47069,840
47070,1190
47071,1222
47072,911
47073,775
47074,750
47075,769
47076,1070
47077,1328
47078,955
47079,1501
47080,1633
47081,1664
47082,1983
47083,2514
47084,2582
47085,2789
47086,3075
47087,2783
47088,2844
47089,2428
47090,2071
47091,1892
47092,1645
47093,1556
47094,1482
47095,1419
47096,1273
47097,1058
47098,1189
47099,1229
47100,963
47101,815
47102,515
47103,701
47104,835
47105,1008
47106,1130
47107,1303
47108,1400
47109,1498
47110,1384
47111,1445
47112,1476
47113,1465
47114,1500
47115,1535
47116,1568
47117,1599
47118,1744
47119,1661
47120,1699
47121,1745
47122,1735
47123,1782
47124,1632
47125,1673
47126,1697
47127,1784
47128,1762
47129,1879
47130,2018
47131,2087
47132,2215
47133,1860
47134,1523
47135,1468
47136,1177
47137,1291
47138,1519
47139,1664
47140,1751
47141,1507
47142,1494
47143,1485
47144,1229
47145,1185
47146,840
47147,926
47148,1016
47149,1356
47150,1747
47151,2242
47152,2367
47153,2376
47154,2102
47155,1959
47156,2024
47157,2262
47158,2698
47159,3101
47160,3210
47161,2755
47162,2497
47163,2148
47164,1896
47165,1670
47166,1497
47167,1415
47168,1661
47169,1902
47170,2089
47171,2541
47172,2533
47173,2230
47174,2456
47175,2813
47176,3153
47177,2950
47178,2996
47179,2526
47180,2299
47181,2517
47182,2904
47183,2662
47184,2919
47185,3152
47186,3434
47187,3571
47188,3705
47189,3925
47190,4032
47191,4042
47192,4134
47193,4085
47194,3902
47195,3929
47196,3974
47197,3999
47198,3986
47199,3772
47200,3720
47201,3808
47202,3969
47203,4170
47204,4070
47205,3866
47206,4215
47207,4464
47208,4237
47209,4465
47210,4376
47211,4144
47212,4210
47213,3761
47214,3775
47215,3785
47216,3707
47217,3622
47218,3635
47219,3323
47220,2732
47221,2351
47222,2775
47223,2659
47224,2211
47225,2478
47226,2841
47227,2417
47228,2115
47229,2535
47230,2937
47231,3326
47232,3032
47233,3191
47234,3569
47235,3385
47236,3116
47237,2877
47238,2861
47239,2922
47240,3240
47241,2673
47242,2388
47243,3238
47244,2955
47245,2888
47246,2012
47247,1773
47248,1874
47249,1923
47250,1385
47251,1367
47252,1369
47253,1355
47254,1354
47255,1304
47256,1320
47257,1226
47258,1169
47259,1141
47260,1141
47261,1205
47262,1193
47263,1193
47264,1023
47265,1009
47266,1004
47267,1007
47268,1012
47269,1011
47270,1027
47271,1038
47272,1128
47273,1122
47274,963
47275,957
47276,932
47277,929
47278,1007
47279,1043
47280,1008
47281,933
47282,907
47283,874
47284,838
47285,792
47286,774
47287,800
47288,771
47289,793
47290,706
47291,549
47292,526
47293,498
47294,402
47295,412
47296,518
47297,430
47298,350
47299,485
47300,472
47301,490
47302,447
47303,251
47304,274
47305,268
47306,478
47307,474
47308,423
47309,342
47310,376
47311,332
47312,267
47313,275
47314,221
47315,197
47316,168
47317,121
47318,116
47319,111
47320,113
47321,115
47322,112
47323,111
47324,106
47325,108
47326,114
47327,117
47328,126
47329,112
47330,105
47331,103
47332,99
47333,100
47334,98
47335,99
47336,101
47337,114
47338,123
47339,112
47340,134
47341,102
47342,104
47343,129
47344,96
47345,110
47346,96
47347,93
47348,116
47349,118
47350,140
47351,114
47352,134
47353,99
47354,94
47355,101
47356,99
47357,99
47358,101
47359,104
47360,110
47361,102
47362,115
47363,156
47364,154
47365,155
47366,157
47367,165
47368,163
47369,149
47370,147
47371,146
47372,140
47373,135
47374,129
47375,125
47376,120
47377,114
47378,125
47379,136
47380,113
47381,108
47382,102
47383,107
47384,103
47385,113
47386,107
47387,130
47388,141
47389,139
47390,194
47391,196
47392,280
47393,184
47394,221
47395,157
47396,138
47397,137
47398,159
47399,206
47400,252
47401,262
47402,251
47403,263
47404,267
47405,288
47406,454
47407,671
47408,956
47409,902
47410,681
47411,406
47412,319
47413,309
47414,414
47415,353
47416,452
47417,451
47418,531
47419,787
47420,1124
47421,1138
47422,886
47423,646
47424,666
47425,904
47426,950
47427,897
47428,1203
47429,1541
47430,1721
47431,2058
47432,2369
47433,2717
47434,2742
47435,2576
47436,2754
47437,2622
47438,2868
47439,2371
47440,2276
47441,2356
47442,2070
47443,1839
47444,1747
47445,1572
47446,1330
47447,1046
47448,984
47449,1050
47450,896
47451,694
47452,547
47453,757
47454,904
47455,1057
47456,1167
47457,1303
47458,1396
47459,1535
47460,1594
47461,1493
47462,1455
47463,1445
47464,1483
47465,1489
47466,1528
47467,1588
47468,1536
47469,1541
47470,1554
47471,1608
47472,1620
47473,1701
47474,1719
47475,1667
47476,1707
47477,1680
47478,1795
47479,1910
47480,2042
47481,2127
47482,2226
47483,1870
47484,1621
47485,1390
47486,1120
47487,1184
47488,1480
47489,1637
47490,1528
47491,1213
47492,1292
47493,1330
47494,820
47495,923
47496,743
47497,1232
47498,1555
47499,1415
47500,1967
47501,2541
47502,2599
47503,2343
47504,2253
47505,1998
47506,2052
47507,2307
47508,2543
47509,2855
47510,3031
47511,2766
47512,2443
47513,2147
47514,2028
47515,1744
47516,1558
47517,1463
47518,1669
47519,1768
47520,2096
47521,2262
47522,2372
47523,2646
47524,2645
47525,2847
47526,3248
47527,3260
47528,2997
47529,2648
47530,2465
47531,2423
47532,2876
47533,2875
47534,2966
47535,3290
47536,3262
47537,3590
47538,3742
47539,3924
47540,4012
47541,4046
47542,3941
47543,3989
47544,4005
47545,4083
47546,3821
47547,3950
47548,3728
47549,3601
47550,3731
47551,3925
47552,4062
47553,4083
47554,3792
47555,4103
47556,4287
47557,4059
47558,4269
47559,4423
47560,4498
47561,4124
47562,3840
47563,3612
47564,3867
47565,3902
47566,3741
47567,3447
47568,3364
47569,3158
47570,2833
47571,2722
47572,2307
47573,2509
47574,2176
47575,2322
47576,2672
47577,2259
47578,2149
47579,2743
47580,3289
47581,2910
47582,2656
47583,2746
47584,3267
47585,3661
47586,3226
47587,2792
47588,2589
47589,3136
47590,3406
47591,2897
47592,3223
47593,3127
47594,2846
47595,2593
47596,2319
47597,2184
47598,2367
47599,2190
47600,1391
47601,1339
47602,1255
47603,1275
47604,1259
47605,1229
47606,1136
47607,1240
47608,1338
47609,1208
47610,1100
47611,1120
47612,1065
47613,1033
47614,1026
47615,1043
47616,1110
47617,1097
47618,1053
47619,1143
47620,1211
47621,1135
47622,1136
47623,1112
47624,1098
47625,971
47626,976
47627,1057
47628,1039
47629,1062
47630,958
47631,873
47632,795
47633,793
47634,847
47635,818
47636,754
47637,692
47638,741
47639,735
47640,784
47641,654
47642,623
47643,685
47644,456
47645,582
47646,558
47647,519
47648,384
47649,496
47650,496
47651,449
47652,461
47653,440
47654,308
47655,213
47656,332
47657,488
47658,460
47659,344
47660,328
47661,347
47662,323
47663,277
47664,243
47665,213
47666,179
47667,120
47668,115
47669,118
47670,111
47671,113
47672,123
47673,112
47674,108
47675,116
47676,111
47677,133
47678,154
47679,108
47680,117
47681,103
47682,100
47683,105
47684,106
47685,100
47686,102
47687,101
47688,118
47689,139
47690,139
47691,104
47692,102
47693,91
47694,102
47695,97
47696,89
47697,102
47698,107
47699,112
47700,127
47701,136
47702,129
47703,118
47704,116
47705,102
47706,97
47707,103
47708,95
47709,111
47710,100
47711,101
47712,137
47713,163
47714,163
47715,151
47716,161
47717,152
47718,152
47719,146
47720,143
47721,138
47722,123
47723,129
47724,137
47725,110
47726,111
47727,125
47728,130
47729,113
47730,108
47731,112
47732,129
47733,101
47734,107
47735,111
47736,110
47737,123
47738,168
47739,154
47740,159
47741,176
47742,234
47743,194
47744,226
47745,176
47746,154
47747,133
47748,159
47749,265
47750,225
47751,235
47752,228
47753,237
47754,242
47755,273
47756,377
47757,554
47758,836
47759,1004
47760,726
47761,570
47762,362
47763,348
47764,327
47765,319
47766,467
47767,592
47768,470
47769,692
47770,1028
47771,1073
47772,725
47773,603
47774,851
47775,831
47776,773
47777,814
47778,1058
47779,1490
47780,1679
47781,2035
47782,2331
47783,2323
47784,2192
47785,2373
47786,2572
47787,2495
47788,2830
47789,2674
47790,2331
47791,2072
47792,1796
47793,1727
47794,1502
47795,1164
47796,1051
47797,880
47798,829
47799,767
47800,746
47801,732
47802,500
47803,773
47804,915
47805,1055
47806,1223
47807,1342
47808,1421
47809,1490
47810,1684
47811,1517
47812,1467
47813,1462
47814,1502
47815,1555
47816,1551
47817,1499
47818,1503
47819,1484
47820,1499
47821,1528
47822,1617
47823,1619
47824,1678
47825,1650
47826,1649
47827,1723
47828,1831
47829,1897
47830,2009
47831,2123
47832,2147
47833,1769
47834,1465
47835,1285
47836,1120
47837,1150
47838,1089
47839,1358
47840,1514
47841,1013
47842,1039
47843,1072
47844,936
47845,721
47846,1043
47847,1253
47848,1548
47849,1684
47850,1930
47851,2348
47852,2806
47853,2572
47854,2418
47855,2162
47856,2090
47857,2272
47858,2670
47859,3060
47860,3140
47861,2672
47862,2442
47863,2201
47864,1892
47865,1764
47866,1642
47867,1519
47868,1658
47869,1985
47870,2246
47871,2281
47872,2398
47873,2669
47874,2939
47875,3015
47876,3336
47877,3271
47878,2842
47879,2629
47880,2887
47881,2623
47882,2721
47883,2914
47884,3130
47885,3335
47886,3634
47887,3365
47888,3609
47889,3875
47890,3835
47891,3885
47892,3886
47893,3883
47894,3925
47895,3971
47896,3784
47897,3726
47898,3529
47899,3549
47900,3738
47901,3970
47902,3840
47903,3891
47904,3630
47905,3794
47906,3889
47907,4024
47908,4300
47909,4474
47910,4643
47911,4007
47912,4003
47913,3989
47914,3971
47915,3632
47916,3627
47917,3318
47918,3141
47919,2934
47920,2676
47921,2380
47922,2500
47923,2355
47924,2090
47925,2331
47926,2601
47927,2237
47928,2123
47929,2560
47930,3006
47931,2615
47932,2380
47933,2822
47934,3308
47935,3550
47936,3235
47937,2756
47938,2503
47939,2890
47940,3195
47941,3291
47942,3087
47943,2721
47944,2587
47945,2244
47946,2120
47947,2205
47948,2461
47949,2096
47950,1433
47951,1414
47952,1281
47953,1160
47954,1256
47955,1214
47956,1243
47957,1248
47958,1185
47959,1202
47960,1097
47961,1035
47962,1051
47963,1080
47964,1219
47965,1220
47966,1250
47967,1206
47968,1223
47969,1264
47970,1161
47971,1072
47972,1081
47973,1088
47974,1051
47975,999
47976,998
47977,1042
47978,1012
47979,1021
47980,921
47981,976
47982,930
47983,769
47984,760
47985,839
47986,704
47987,777
47988,787
47989,753
47990,746
47991,770
47992,717
47993,615
47994,589
47995,585
47996,543
47997,473
47998,435
47999,394
48000,515
48001,472
48002,387
48003,396
48004,375
48005,267
48006,208
48007,403
48008,457
48009,391
48010,330
48011,351
48012,293
48013,263
48014,192
48015,180
48016,184
48017,137
48018,116
48019,112
48020,114
48021,116
48022,121
48023,115
48024,120
48025,103
48026,124
48027,115
48028,125
48029,128
48030,143
48031,112
48032,104
48033,116
48034,118
48035,114
48036,103
48037,99
48038,106
48039,136
48040,109
48041,102
48042,107
48043,92
48044,97
48045,103
48046,91
48047,99
48048,112
48049,107
48050,114
48051,135
48052,112
48053,114
48054,101
48055,102
48056,95
48057,99
48058,101
48059,94
48060,98
48061,96
48062,125
48063,149
48064,157
48065,146
48066,155
48067,157
48068,148
48069,139
48070,130
48071,131
48072,133
48073,124
48074,125
48075,117
48076,106
48077,127
48078,132
48079,98
48080,97
48081,111
48082,118
48083,106
48084,102
48085,103
48086,118
48087,138
48088,169
48089,216
48090,221
48091,200
48092,193
48093,173
48094,244
48095,201
48096,164
48097,130
48098,152
48099,252
48100,173
48101,203
48102,228
48103,196
48104,235
48105,256
48106,310
48107,465
48108,657
48109,896
48110,788
48111,490
48112,349
48113,316
48114,324
48115,293
48116,374
48117,605
48118,401
48119,564
48120,827
48121,871
48122,595
48123,769
48124,674
48125,649
48126,706
48127,906
48128,1343
48129,1682
48130,1770
48131,1993
48132,1782
48133,2052
48134,2501
48135,2425
48136,2486
48137,2644
48138,2937
48139,2645
48140,2066
48141,1765
48142,1742
48143,1460
48144,1240
48145,1538
48146,1348
48147,1166
48148,1046
48149,789
48150,674
48151,566
48152,507
48153,456
48154,866
48155,1059
48156,1230
48157,1294
48158,1303
48159,1322
48160,1522
48161,1578
48162,1460
48163,1469
48164,1486
48165,1558
48166,1638
48167,1516
48168,1499
48169,1480
48170,1525
48171,1543
48172,1653
48173,1593
48174,1613
48175,1649
48176,1655
48177,1714
48178,1843
48179,1978
48180,2029
48181,2145
48182,2114
48183,1750
48184,1631
48185,1605
48186,1454
48187,1326
48188,873
48189,1078
48190,1361
48191,895
48192,708
48193,705
48194,771
48195,954
48196,1261
48197,1693
48198,1772
48199,1810
48200,2416
48201,2361
48202,2934
48203,2599
48204,2418
48205,2189
48206,2182
48207,2342
48208,2688
48209,2997
48210,3074
48211,2684
48212,2436
48213,2297
48214,2114
48215,1854
48216,1634
48217,1576
48218,1829
48219,2011
48220,2273
48221,2448
48222,2515
48223,2741
48224,3086
48225,3351
48226,3583
48227,3180
48228,2975
48229,2866
48230,3015
48231,2923
48232,2944
48233,3086
48234,3221
48235,3503
48236,3738
48237,3619
48238,3534
48239,3721
48240,3797
48241,3943
48242,3982
48243,3854
48244,3629
48245,3845
48246,4061
48247,3690
48248,3331
48249,3626
48250,3663
48251,3652
48252,3876
48253,3652
48254,3770
48255,4041
48256,4252
48257,4145
48258,4383
48259,4129
48260,4091
48261,4295
48262,4255
48263,4320
48264,3880
48265,3566
48266,3369
48267,3331
48268,3158
48269,2966
48270,2782
48271,2734
48272,2773
48273,2694
48274,2645
48275,2000
48276,1860
48277,2074
48278,2071
48279,2259
48280,2928
48281,2531
48282,2296
48283,2462
48284,2902
48285,3310
48286,2984
48287,2710
48288,2381
48289,2758
48290,3038
48291,3060
48292,2806
48293,2767
48294,2908
48295,2903
48296,2852
48297,2447
48298,2173
48299,1665
48300,1429
48301,1351
48302,1265
48303,1164
48304,1242
48305,1224
48306,1298
48307,1310
48308,1440
48309,1386
48310,1166
48311,1144
48312,1209
48313,1343
48314,1348
48315,1204
48316,1217
48317,1221
48318,1239
48319,1204
48320,1079
48321,1038
48322,1049
48323,1016
48324,1023
48325,1021
48326,1008
48327,1036
48328,1043
48329,954
48330,1005
48331,879
48332,794
48333,848
48334,779
48335,854
48336,804
48337,807
48338,785
48339,717
48340,677
48341,720
48342,656
48343,537
48344,502
48345,571
48346,570
48347,548
48348,388
48349,355
48350,555
48351,450
48352,381
48353,354
48354,367
48355,324
48356,292
48357,194
48358,439
48359,336
48360,387
48361,349
48362,344
48363,290
48364,238
48365,208
48366,170
48367,132
48368,121
48369,115
48370,115
48371,116
48372,136
48373,118
48374,120
48375,108
48376,118
48377,102
48378,111
48379,147
48380,118
48381,112
48382,123
48383,104
48384,100
48385,108
48386,100
48387,98
48388,112
48389,123
48390,139
48391,111
48392,107
48393,98
48394,96
48395,99
48396,99
48397,106
48398,95
48399,124
48400,119
48401,125
48402,107
48403,111
48404,99
48405,119
48406,106
48407,99
48408,101
48409,97
48410,104
48411,137
48412,109
48413,124
48414,154
48415,155
48416,157
48417,141
48418,145
48419,141
48420,121
48421,127
48422,120
48423,130
48424,123
48425,103
48426,110
48427,112
48428,112
48429,101
48430,99
48431,115
48432,116
48433,106
48434,102
48435,104
48436,118
48437,161
48438,240
48439,215
48440,187
48441,180
48442,196
48443,175
48444,228
48445,210
48446,156
48447,133
48448,156
48449,150
48450,182
48451,231
48452,215
48453,189
48454,216
48455,206
48456,307
48457,343
48458,434
48459,674
48460,877
48461,542
48462,398
48463,321
48464,291
48465,296
48466,375
48467,578
48468,584
48469,389
48470,562
48471,598
48472,500
48473,522
48474,638
48475,826
48476,941
48477,1025
48478,1296
48479,1646
48480,1590
48481,1556
48482,1574
48483,2027
48484,2409
48485,2804
48486,2692
48487,2638
48488,2817
48489,2586
48490,2270
48491,2187
48492,1869
48493,1576
48494,1476
48495,1761
48496,1394
48497,1271
48498,1228
48499,1058
48500,817
48501,834
48502,475
48503,622
48504,847
48505,1023
48506,1136
48507,1201
48508,1142
48509,1235
48510,1443
48511,1550
48512,1415
48513,1424
48514,1497
48515,1544
48516,1556
48517,1545
48518,1518
48519,1453
48520,1476
48521,1503
48522,1538
48523,1519
48524,1504
48525,1568
48526,1649
48527,1749
48528,1865
48529,2006
48530,2029
48531,1968
48532,1847
48533,2013
48534,1895
48535,1792
48536,1511
48537,1379
48538,1161
48539,781
48540,842
48541,688
48542,1056
48543,843
48544,1007
48545,1271
48546,1368
48547,1693
48548,2125
48549,2187
48550,2517
48551,2800
48552,2909
48553,2571
48554,2453
48555,2317
48556,2264
48557,2462
48558,2693
48559,3111
48560,3044
48561,2701
48562,2538
48563,2351
48564,2165
48565,1966
48566,1709
48567,1618
48568,1868
48569,1913
48570,2258
48571,2444
48572,2578
48573,2804
48574,3197
48575,3471
48576,3689
48577,3379
48578,3023
48579,2948
48580,3074
48581,3293
48582,3092
48583,3011
48584,3302
48585,3385
48586,3683
48587,3919
48588,3679
48589,3691
48590,3813
48591,3906
48592,4005
48593,3922
48594,3571
48595,3601
48596,3696
48597,3724
48598,3228
48599,3395
48600,3547
48601,3730
48602,3889
48603,3599
48604,3850
48605,4048
48606,4292
48607,4206
48608,4478
48609,3950
48610,4138
48611,4419
48612,4680
48613,4749
48614,4173
48615,3851
48616,3707
48617,3526
48618,3381
48619,3101
48620,2906
48621,3045
48622,3159
48623,3060
48624,2800
48625,2639
48626,2510
48627,2121
48628,1923
48629,2235
48630,2740
48631,2415
48632,1999
48633,2123
48634,2729
48635,3047
48636,2726
48637,2464
48638,2153
48639,2720
48640,2848
48641,2808
48642,2554
48643,2595
48644,2782
48645,2209
48646,2043
48647,2192
48648,2361
48649,2076
48650,1191
48651,1185
48652,1256
48653,1264
48654,1359
48655,1255
48656,1314
48657,1324
48658,1345
48659,1331
48660,1332
48661,1430
48662,1499
48663,1412
48664,1291
48665,1152
48666,1071
48667,1059
48668,1092
48669,1115
48670,1060
48671,1039
48672,1056
48673,989
48674,984
48675,976
48676,1011
48677,1005
48678,1012
48679,1004
48680,952
48681,923
48682,893
48683,874
48684,884
48685,747
48686,877
48687,850
48688,823
48689,668
48690,720
48691,692
48692,546
48693,507
48694,531
48695,535
48696,579
48697,492
48698,429
48699,359
48700,487
48701,423
48702,490
48703,383
48704,338
48705,329
48706,415
48707,352
48708,192
48709,358
48710,359
48711,365
48712,350
48713,281
48714,277
48715,192
48716,174
48717,155
48718,132
48719,120
48720,117
48721,117
48722,158
48723,141
48724,117
48725,109
48726,105
48727,105
48728,101
48729,106
48730,124
48731,116
48732,100
48733,100
48734,106
48735,117
48736,112
48737,102
48738,98
48739,117
48740,110
48741,103
48742,103
48743,97
48744,100
48745,107
48746,98
48747,92
48748,96
48749,93
48750,99
48751,108
48752,122
48753,126
48754,95
48755,102
48756,93
48757,94
48758,103
48759,96
48760,99
48761,109
48762,130
48763,163
48764,129
48765,125
48766,145
48767,153
48768,148
48769,131
48770,111
48771,122
48772,121
48773,116
48774,116
48775,100
48776,109
48777,109
48778,94
48779,94
48780,102
48781,112
48782,120
48783,107
48784,106
48785,114
48786,129
48787,188
48788,188
48789,165
48790,173
48791,146
48792,169
48793,165
48794,185
48795,200
48796,137
48797,136
48798,154
48799,167
48800,190
48801,208
48802,185
48803,179
48804,257
48805,216
48806,231
48807,237
48808,285
48809,497
48810,673
48811,546
48812,393
48813,283
48814,346
48815,369
48816,390
48817,437
48818,760
48819,386
48820,408
48821,495
48822,649
48823,690
48824,827
48825,940
48826,965
48827,1154
48828,1313
48829,1645
48830,1569
48831,1393
48832,1584
48833,1742
48834,1916
48835,2174
48836,2455
48837,2671
48838,2808
48839,2844
48840,2486
48841,2035
48842,1705
48843,1608
48844,1745
48845,1663
48846,1704
48847,1436
48848,1035
48849,875
48850,726
48851,562
48852,493
48853,517
48854,824
48855,988
48856,1040
48857,1031
48858,1026
48859,1120
48860,1316
48861,1408
48862,1380
48863,1414
48864,1437
48865,1487
48866,1598
48867,1547
48868,1509
48869,1259
48870,986
48871,1066
48872,996
48873,1413
48874,1573
48875,1707
48876,1754
48877,1679
48878,1871
48879,1938
48880,1799
48881,1825
48882,1863
48883,2059
48884,1657
48885,1536
48886,1173
48887,1230
48888,1457
48889,1115
48890,676
48891,807
48892,1141
48893,789
48894,1184
48895,1388
48896,1711
48897,1660
48898,1647
48899,1979
48900,2531
48901,2470
48902,2897
48903,2646
48904,2469
48905,2360
48906,2397
48907,2546
48908,2743
48909,3192
48910,3008
48911,2745
48912,2511
48913,2370
48914,2200
48915,2002
48916,1741
48917,1644
48918,1936
48919,2039
48920,2079
48921,2260
48922,2503
48923,2709
48924,2965
48925,3424
48926,3822
48927,3439
48928,3155
48929,3213
48930,3230
48931,3354
48932,3214
48933,3086
48934,3212
48935,3378
48936,3602
48937,3851
48938,3783
48939,3908
48940,3824
48941,3754
48942,3825
48943,3895
48944,3675
48945,3475
48946,3570
48947,3336
48948,3211
48949,3412
48950,3608
48951,3758
48952,3733
48953,3521
48954,3803
48955,3657
48956,3960
48957,4093
48958,3759
48959,3997
48960,4213
48961,4363
48962,4321
48963,4036
48964,3977
48965,4096
48966,3969
48967,3695
48968,3692
48969,3425
48970,3318
48971,3438
48972,3774
48973,3286
48974,3203
48975,2921
48976,2559
48977,2064
48978,1758
48979,2117
48980,2344
48981,1999
48982,2273
48983,2598
48984,2691
48985,2799
48986,2501
48987,2114
48988,1980
48989,2409
48990,2825
48991,2504
48992,2356
48993,2491
48994,2673
48995,2054
48996,2031
48997,1739
48998,1681
48999,1679
49000,1407
49001,1397
49002,1200
49003,1376
49004,1292
49005,1324
49006,1375
49007,1371
49008,1268
49009,1325
49010,1391
49011,1413
49012,1287
49013,1226
49014,1218
49015,1093
49016,1072
49017,1104
49018,1108
49019,1146
49020,1091
49021,1058
49022,1122
49023,1006
49024,990
49025,1005
49026,997
49027,1015
49028,1050
49029,1004
49030,885
49031,938
49032,919
49033,843
49034,800
49035,810
49036,856
49037,839
49038,796
49039,817
49040,778
49041,710
49042,685
49043,566
49044,587
49045,562
49046,425
49047,445
49048,369
49049,349
49050,568
49051,458
49052,503
49053,453
49054,487
49055,323
49056,341
49057,287
49058,253
49059,180
49060,250
49061,316
49062,339
49063,306
49064,262
49065,196
49066,190
49067,168
49068,147
49069,123
49070,117
49071,119
49072,144
49073,156
49074,112
49075,107
49076,123
49077,124
49078,102
49079,106
49080,108
49081,102
49082,103
49083,100
49084,120
49085,111
49086,112
49087,101
49088,97
49089,99
49090,100
49091,97
49092,97
49093,97
49094,100
49095,96
49096,106
49097,102
49098,97
49099,112
49100,124
49101,121
49102,110
49103,101
49104,118
49105,93
49106,98
49107,92
49108,96
49109,104
49110,98
49111,142
49112,169
49113,141
49114,142
49115,153
49116,149
49117,144
49118,142
49119,126
49120,123
49121,119
49122,116
49123,107
49124,106
49125,106
49126,105
49127,107
49128,101
49129,105
49130,94
49131,101
49132,101
49133,103
49134,103
49135,120
49136,183
49137,202
49138,164
49139,142
49140,140
49141,169
49142,211
49143,167
49144,209
49145,136
49146,124
49147,158
49148,133
49149,161
49150,162
49151,143
49152,182
49153,165
49154,204
49155,295
49156,310
49157,267
49158,171
49159,389
49160,528
49161,457
49162,439
49163,290
49164,302
49165,315
49166,332
49167,379
49168,564
49169,371
49170,451
49171,577
49172,771
49173,726
49174,752
49175,794
49176,954
49177,1269
49178,1300
49179,1648
49180,1397
49181,1395
49182,1775
49183,1945
49184,2074
49185,2128
49186,2419
49187,2837
49188,3000
49189,2753
49190,2421
49191,1887
49192,1893
49193,1774
49194,1761
49195,1402
49196,1190
49197,1229
49198,1051
49199,785
49200,689
49201,707
49202,680
49203,401
49204,631
49205,810
49206,930
49207,781
49208,1056
49209,1212
49210,1360
49211,1346
49212,1323
49213,1411
49214,1490
49215,1418
49216,1519
49217,1423
49218,1418
49219,1075
49220,721
49221,1092
49222,1433
49223,1511
49224,1645
49225,1699
49226,1660
49227,1787
49228,1550
49229,1438
49230,1669
49231,1847
49232,1800
49233,1907
49234,1571
49235,1449
49236,1091
49237,818
49238,1149
49239,1050
49240,671
49241,975
49242,997
49243,1098
49244,1027
49245,1199
49246,1289
49247,1517
49248,1525
49249,1976
49250,2220
49251,2207
49252,2983
49253,2825
49254,2708
49255,2477
49256,2563
49257,2634
49258,2863
49259,3226
49260,3076
49261,2791
49262,2610
49263,2334
49264,2213
49265,1957
49266,1775
49267,1738
49268,1911
49269,2181
49270,2455
49271,2341
49272,2539
49273,2757
49274,2951
49275,3463
49276,3746
49277,3601
49278,3300
49279,3399
49280,3397
49281,3477
49282,3305
49283,3220
49284,3377
49285,3482
49286,3745
49287,3846
49288,3808
49289,3946
49290,4105
49291,3965
49292,3895
49293,3898
49294,3618
49295,3643
49296,3276
49297,3145
49298,3216
