,Elevacion
15139,1078
15140,987
15141,748
15142,769
15143,456
15144,637
15145,826
15146,1022
15147,684
15148,516
15149,396
15150,507
15151,494
15152,666
15153,564
15154,511
15155,398
15156,555
15157,834
15158,662
15159,586
15160,634
15161,470
15162,732
15163,826
15164,1020
15165,1271
15166,1691
15167,1952
15168,2014
15169,2105
15170,2187
15171,2293
15172,2432
15173,2525
15174,2549
15175,2366
15176,2533
15177,2613
15178,2578
15179,2528
15180,2633
15181,2605
15182,2584
15183,2705
15184,2793
15185,2647
15186,2432
15187,2194
15188,1929
15189,1931
15190,1826
15191,1799
15192,1884
15193,1897
15194,1752
15195,1749
15196,1678
15197,1674
15198,1714
15199,1683
15200,1818
15201,1832
15202,1674
15203,1651
15204,1688
15205,1641
15206,1730
15207,1746
15208,1726
15209,1830
15210,1898
15211,1971
15212,2054
15213,2120
15214,1867
15215,1755
15216,1692
15217,1784
15218,1835
15219,1885
15220,2029
15221,1854
15222,2035
15223,2137
15224,2118
15225,2113
15226,2208
15227,2276
15228,2404
15229,2507
15230,2525
15231,2058
15232,2358
15233,2259
15234,2347
15235,2269
15236,2321
15237,2210
15238,2114
15239,2125
15240,2157
15241,2215
15242,2323
15243,2413
15244,2518
15245,2666
15246,2630
15247,2496
15248,2776
15249,2735
15250,2998
15251,2911
15252,2551
15253,2550
15254,2489
15255,2218
15256,2520
15257,2896
15258,2864
15259,2919
15260,2947
15261,2762
15262,2783
15263,2742
15264,2650
15265,2784
15266,2906
15267,2978
15268,3139
15269,3318
15270,3332
15271,3423
15272,3416
15273,3199
15274,3294
15275,2958
15276,3337
15277,3094
15278,3012
15279,2899
15280,2891
15281,2846
15282,2838
15283,2770
15284,2758
15285,2766
15286,2874
15287,2950
15288,2741
15289,2697
15290,2660
15291,2639
15292,2557
15293,2564
15294,2724
15295,2957
15296,2895
15297,2717
15298,2824
15299,2654
15300,2702
15301,2736
15302,2594
15303,2623
15304,2414
15305,2767
15306,3076
15307,3157
15308,3073
15309,3259
15310,3479
15311,3273
15312,3352
15313,3334
15314,3599
15315,3758
15316,3779
15317,3857
15318,3979
15319,3873
15320,3813
15321,3849
15322,3851
15323,3607
15324,3635
15325,3554
15326,3180
15327,3474
15328,3601
15329,3437
15330,3322
15331,3188
15332,2932
15333,2773
15334,2833
15335,2497
15336,2305
15337,2593
15338,2975
15339,3065
15340,3175
15341,3254
15342,3323
15343,3141
15344,3191
15345,2745
15346,2479
15347,2702
15348,2590
15349,2620
15350,2328
15351,2083
15352,1823
15353,1700
15354,1829
15355,2255
15356,1926
15357,1937
15358,2165
15359,1873
15360,2170
15361,1512
15362,1389
15363,1174
15364,1169
15365,926
15366,926
15367,1015
15368,1213
15369,1154
15370,1000
15371,876
15372,939
15373,804
15374,741
15375,808
15376,983
15377,1159
15378,1403
15379,1310
15380,1371
15381,1245
15382,1257
15383,967
15384,879
15385,784
15386,739
15387,744
15388,676
15389,599
15390,642
15391,761
15392,780
15393,805
15394,888
15395,896
15396,927
15397,1056
15398,842
15399,687
15400,1056
15401,914
15402,628
15403,758
15404,755
15405,835
15406,918
15407,948
15408,962
15409,990
15410,840
15411,835
15412,805
15413,797
15414,709
15415,501
15416,339
15417,369
15418,439
15419,424
15420,374
15421,399
15422,421
15423,354
15424,413
15425,397
15426,440
15427,375
15428,339
15429,278
15430,272
15431,226
15432,204
15433,230
15434,211
15435,214
15436,195
15437,210
15438,210
15439,168
15440,169
15441,187
15442,169
15443,163
15444,158
15445,166
15446,161
15447,156
15448,155
15449,156
15450,158
15451,159
15452,177
15453,168
15454,178
15455,198
15456,208
15457,203
15458,198
15459,224
15460,187
15461,195
15462,214
15463,192
15464,240
15465,232
15466,241
15467,257
15468,275
15469,243
15470,223
15471,235
15472,235
15473,263
15474,240
15475,245
15476,248
15477,492
15478,390
15479,374
15480,649
15481,1037
15482,1123
15483,1101
15484,1026
15485,788
15486,802
15487,822
15488,765
15489,1029
15490,1005
15491,982
15492,678
15493,423
15494,469
15495,709
15496,873
15497,591
15498,474
15499,439
15500,349
15501,385
15502,433
15503,461
15504,345
15505,619
15506,730
15507,1074
15508,906
15509,761
15510,552
15511,485
15512,685
15513,970
15514,1012
15515,986
15516,1430
15517,1818
15518,1963
15519,2014
15520,2156
15521,2218
15522,2331
15523,2326
15524,2358
15525,2443
15526,2590
15527,2636
15528,2645
15529,2676
15530,2729
15531,2747
15532,2697
15533,2744
15534,2713
15535,2507
15536,2339
15537,2340
15538,2084
15539,1914
15540,2002
15541,1870
15542,1840
15543,1817
15544,1763
15545,1864
15546,1683
15547,1741
15548,1705
15549,1678
15550,1716
15551,1812
15552,1852
15553,1674
15554,1639
15555,1607
15556,1668
15557,1632
15558,1722
15559,1801
15560,1894
15561,2020
15562,2138
15563,2042
15564,1889
15565,1746
15566,1683
15567,1704
15568,1783
15569,1916
15570,1920
15571,1880
15572,2041
15573,2139
15574,2026
15575,2144
15576,2141
15577,2212
15578,2326
15579,2414
15580,2445
15581,2365
15582,2419
15583,2338
15584,2517
15585,2509
15586,2363
15587,2304
15588,2203
15589,2167
15590,2176
15591,2193
15592,2316
15593,2369
15594,2392
15595,2413
15596,2394
15597,2439
15598,2499
15599,2762
15600,3116
15601,3108
15602,2457
15603,2420
15604,2348
15605,2192
15606,2604
15607,2944
15608,3030
15609,2959
15610,2850
15611,2642
15612,2717
15613,2453
15614,2660
15615,2736
15616,2821
15617,2939
15618,3081
15619,3191
15620,3111
15621,3342
15622,3355
15623,3404
15624,3407
15625,3000
15626,3395
15627,3377
15628,3152
15629,3057
15630,3010
15631,2927
15632,2915
15633,2846
15634,2777
15635,2781
15636,2871
15637,3071
15638,2845
15639,2804
15640,2819
15641,2628
15642,2647
15643,2660
15644,2869
15645,2993
15646,2821
15647,2839
15648,2803
15649,2704
15650,2614
15651,2514
15652,2519
15653,2359
15654,2624
15655,2782
15656,2902
15657,3051
15658,2994
15659,3204
15660,3221
15661,3114
15662,3071
15663,3294
15664,3573
15665,3777
15666,3895
15667,3933
15668,3990
15669,3814
15670,3712
15671,3684
15672,3900
15673,3744
15674,3786
15675,3655
15676,3306
15677,3410
15678,3623
15679,3485
15680,3324
15681,3269
15682,3150
15683,3052
15684,2926
15685,2556
15686,2318
15687,2574
15688,2860
15689,3352
15690,3316
15691,3234
15692,3135
15693,3025
15694,2978
15695,2735
15696,2373
15697,2303
15698,2343
15699,2435
15700,2298
15701,2208
15702,2240
15703,1732
15704,1620
15705,1903
15706,1818
15707,1712
15708,1852
15709,1944
15710,1528
15711,1381
15712,1113
15713,969
15714,954
15715,1083
15716,1114
15717,1135
15718,1407
15719,1414
15720,1409
15721,1084
15722,898
15723,889
15724,957
15725,912
15726,1214
15727,1283
15728,1313
15729,1169
15730,1307
15731,1250
15732,946
15733,1179
15734,934
15735,835
15736,744
15737,614
15738,597
15739,583
15740,643
15741,637
15742,685
15743,695
15744,732
15745,707
15746,772
15747,841
15748,851
15749,685
15750,1197
15751,1110
15752,608
15753,678
15754,806
15755,813
15756,816
15757,913
15758,959
15759,999
15760,966
15761,843
15762,851
15763,792
15764,813
15765,589
15766,445
15767,334
15768,414
15769,448
15770,401
15771,359
15772,458
15773,370
15774,417
15775,346
15776,437
15777,375
15778,352
15779,291
15780,259
15781,278
15782,237
15783,221
15784,208
15785,195
15786,185
15787,192
15788,220
15789,191
15790,178
15791,175
15792,171
15793,164
15794,157
15795,162
15796,163
15797,158
15798,158
15799,157
15800,167
15801,171
15802,175
15803,188
15804,190
15805,194
15806,194
15807,190
15808,204
15809,186
15810,194
15811,204
15812,198
15813,209
15814,229
15815,253
15816,229
15817,275
15818,232
15819,206
15820,221
15821,219
15822,236
15823,244
15824,234
15825,245
15826,244
15827,357
15828,322
15829,377
15830,440
15831,662
15832,1084
15833,1205
15834,1135
15835,1017
15836,794
15837,776
15838,620
15839,872
15840,833
15841,1028
15842,667
15843,658
15844,407
15845,602
15846,632
15847,707
15848,456
15849,346
15850,333
15851,462
15852,674
15853,538
15854,518
15855,972
15856,1169
15857,1092
15858,811
15859,597
15860,685
15861,500
15862,593
15863,779
15864,811
15865,738
15866,1131
15867,1545
15868,1931
15869,1983
15870,2115
15871,2139
15872,2205
15873,2399
15874,2475
15875,2584
15876,2658
15877,2677
15878,2681
15879,2720
15880,2750
15881,2786
15882,2837
15883,2778
15884,2709
15885,2557
15886,2472
15887,2384
15888,2121
15889,2031
15890,2071
15891,2000
15892,1829
15893,1876
15894,1928
15895,1998
15896,1757
15897,1834
15898,1732
15899,1689
15900,1668
15901,1715
15902,1892
15903,1829
15904,1712
15905,1690
15906,1619
15907,1624
15908,1728
15909,1702
15910,1761
15911,1921
15912,2000
15913,1956
15914,1864
15915,1758
15916,1710
15917,1763
15918,1858
15919,1963
15920,1893
15921,1823
15922,1949
15923,2003
15924,2045
15925,2040
15926,2101
15927,2101
15928,2219
15929,2319
15930,2014
15931,2481
15932,2480
15933,2466
15934,2341
15935,2276
15936,2262
15937,2353
15938,2342
15939,2203
15940,2208
15941,2226
15942,2280
15943,2312
15944,2271
15945,2318
15946,2344
15947,2473
15948,2493
15949,2578
15950,2777
15951,2735
15952,2686
15953,2247
15954,2130
15955,2246
15956,2595
15957,2868
15958,3045
15959,3009
15960,2634
15961,2715
15962,2446
15963,2577
15964,2705
15965,2921
15966,3027
15967,2996
15968,2868
15969,3077
15970,2897
15971,3007
15972,3297
15973,3598
15974,3237
15975,3048
15976,3349
15977,3712
15978,3404
15979,3371
15980,3060
15981,3025
15982,2975
15983,2897
15984,2888
15985,2801
15986,2855
15987,3017
15988,3094
15989,2978
15990,2759
15991,2632
15992,2697
15993,2718
15994,2888
15995,3116
15996,2912
15997,2920
15998,3099
15999,3009
16000,2812
16001,2718
16002,2671
16003,2439
16004,2482
16005,2728
16006,2603
16007,2703
16008,2928
16009,2962
16010,2957
16011,2884
16012,3109
16013,3452
16014,3620
16015,3843
16016,3990
16017,3990
16018,3828
16019,3837
16020,3645
16021,3620
16022,3754
16023,3864
16024,3714
16025,3621
16026,3514
16027,3386
16028,3635
16029,3495
16030,3500
16031,3497
16032,3328
16033,3154
16034,2965
16035,2649
16036,2584
16037,2628
16038,2807
16039,3148
16040,3294
16041,3140
16042,2997
16043,2962
16044,2755
16045,2889
16046,2486
16047,2283
16048,1941
16049,2137
16050,2306
16051,2230
16052,1907
16053,1868
16054,1420
16055,1763
16056,1441
16057,1350
16058,1493
16059,1621
16060,1134
16061,1008
16062,1090
16063,1200
16064,1247
16065,1342
16066,1198
16067,1045
16068,1493
16069,1515
16070,1587
16071,1096
16072,1135
16073,1166
16074,1221
16075,1329
16076,1340
16077,1191
16078,1044
16079,1106
16080,1071
16081,1130
16082,949
16083,943
16084,880
16085,821
16086,847
16087,733
16088,703
16089,643
16090,559
16091,605
16092,623
16093,577
16094,656
16095,637
16096,637
16097,656
16098,579
16099,575
16100,1049
16101,1102
16102,724
16103,546
16104,827
16105,734
16106,919
16107,922
16108,919
16109,948
16110,951
16111,883
16112,832
16113,778
16114,795
16115,626
16116,450
16117,459
16118,438
16119,409
16120,411
16121,380
16122,458
16123,401
16124,424
16125,373
16126,379
16127,388
16128,361
16129,313
16130,261
16131,263
16132,260
16133,206
16134,196
16135,184
16136,187
16137,205
16138,206
16139,192
16140,178
16141,165
16142,165
16143,167
16144,162
16145,164
16146,155
16147,155
16148,162
16149,160
16150,154
16151,157
16152,161
16153,176
16154,187
16155,184
16156,174
16157,176
16158,173
16159,190
16160,200
16161,199
16162,186
16163,220
16164,206
16165,225
16166,212
16167,212
16168,208
16169,203
16170,216
16171,228
16172,245
16173,255
16174,234
16175,238
16176,239
16177,252
16178,380
16179,619
16180,491
16181,846
16182,982
16183,1028
16184,974
16185,1152
16186,868
16187,680
16188,627
16189,654
16190,623
16191,836
16192,719
16193,568
16194,401
16195,409
16196,466
16197,416
16198,517
16199,708
16200,684
16201,499
16202,726
16203,470
16204,525
16205,759
16206,982
16207,1104
16208,879
16209,792
16210,780
16211,667
16212,566
16213,600
16214,712
16215,927
16216,1142
16217,1414
16218,1742
16219,1630
16220,1946
16221,2125
16222,2210
16223,2388
16224,2557
16225,2641
16226,2663
16227,2664
16228,2600
16229,2686
16230,2686
16231,2775
16232,2895
16233,2930
16234,2703
16235,2638
16236,2554
16237,2395
16238,2174
16239,2107
16240,1990
16241,1911
16242,1878
16243,1920
16244,1855
16245,1757
16246,2003
16247,1823
16248,1786
16249,1782
16250,1719
16251,1695
16252,1757
16253,1987
16254,1835
16255,1763
16256,1763
16257,1672
16258,1588
16259,1664
16260,1734
16261,1817
16262,1898
16263,1880
16264,1890
16265,1688
16266,1801
16267,1868
16268,1877
16269,1921
16270,1776
16271,1731
16272,1866
16273,1930
16274,1934
16275,2052
16276,1899
16277,1989
16278,2067
16279,2249
16280,2481
16281,2515
16282,2581
16283,2552
16284,2426
16285,2239
16286,2158
16287,2212
16288,2462
16289,2448
16290,2338
16291,2275
16292,2232
16293,2254
16294,2312
16295,2462
16296,2386
16297,2376
16298,2409
16299,2301
16300,2461
16301,2507
16302,3015
16303,2356
16304,2150
16305,2230
16306,2576
16307,2439
16308,2528
16309,2466
16310,2402
16311,2308
16312,2578
16313,2795
16314,2680
16315,2805
16316,2835
16317,2673
16318,2828
16319,2637
16320,2856
16321,2921
16322,3248
16323,3633
16324,3372
16325,3268
16326,3376
16327,3680
16328,3601
16329,3551
16330,3358
16331,3235
16332,3081
16333,2998
16334,2955
16335,2864
16336,2933
16337,3074
16338,3209
16339,3023
16340,2766
16341,2697
16342,2664
16343,2981
16344,3084
16345,2929
16346,2663
16347,2701
16348,2748
16349,2899
16350,2780
16351,2732
16352,2654
16353,2590
16354,2435
16355,2345
16356,2440
16357,2776
16358,2800
16359,2853
16360,2737
16361,3025
16362,3175
16363,3334
16364,3668
16365,3961
16366,3945
16367,3952
16368,3725
16369,3823
16370,3591
16371,3721
16372,3851
16373,3830
16374,3746
16375,3751
16376,3597
16377,3385
16378,3564
16379,3622
16380,3534
16381,3462
16382,3505
16383,3291
16384,3042
16385,2743
16386,2745
16387,2890
16388,2826
16389,3238
16390,3370
16391,3105
16392,2964
16393,2880
16394,2625
16395,2433
16396,2589
16397,2226
16398,2092
16399,1725
16400,1745
16401,1917
16402,1640
16403,1763
16404,1366
16405,1207
16406,1213
16407,1094
16408,1213
16409,1269
16410,1166
16411,1360
16412,1420
16413,1285
16414,1487
16415,1619
16416,1427
16417,1084
16418,1332
16419,1520
16420,1774
16421,1453
16422,1381
16423,1381
16424,1361
16425,1355
16426,1227
16427,989
16428,914
16429,871
16430,836
16431,914
16432,1059
16433,790
16434,779
16435,694
16436,723
16437,936
16438,794
16439,666
16440,533
16441,609
16442,542
16443,658
16444,596
16445,549
16446,558
16447,532
16448,517
16449,456
16450,825
16451,857
16452,803
16453,552
16454,579
16455,570
16456,898
16457,923
16458,894
16459,953
16460,949
16461,882
16462,863
16463,785
16464,802
16465,717
16466,498
16467,317
16468,509
16469,497
16470,455
16471,389
16472,385
16473,383
16474,418
16475,353
16476,339
16477,430
16478,387
16479,314
16480,262
16481,250
16482,265
16483,254
16484,190
16485,202
16486,180
16487,190
16488,188
16489,198
16490,194
16491,177
16492,171
16493,182
16494,207
16495,199
16496,190
16497,166
16498,155
16499,156
16500,158
16501,160
16502,162
16503,179
16504,179
16505,170
16506,169
16507,175
16508,181
16509,199
16510,209
16511,242
16512,188
16513,232
16514,229
16515,211
16516,197
16517,199
16518,198
16519,222
16520,204
16521,214
16522,259
16523,228
16524,227
16525,231
16526,258
16527,258
16528,395
16529,592
16530,829
16531,818
16532,855
16533,586
16534,1021
16535,1130
16536,914
16537,815
16538,634
16539,499
16540,500
16541,731
16542,868
16543,745
16544,415
16545,300
16546,313
16547,485
16548,631
16549,1019
16550,1054
16551,889
16552,741
16553,687
16554,494
16555,537
16556,761
16557,973
16558,1181
16559,941
16560,784
16561,624
16562,569
16563,623
16564,680
16565,887
16566,1156
16567,1315
16568,1310
16569,1895
16570,1968
16571,2085
16572,2208
16573,2346
16574,2506
16575,2600
16576,2605
16577,2603
16578,2582
16579,2709
16580,2686
16581,2757
16582,2865
16583,3018
16584,2835
16585,2692
16586,2559
16587,2427
16588,2220
16589,1986
16590,1938
16591,1849
16592,1939
16593,1784
16594,1778
16595,1825
16596,1983
16597,1990
16598,1856
16599,1815
16600,1775
16601,1727
16602,1692
16603,1815
16604,1932
16605,1841
16606,1798
16607,1752
16608,1652
16609,1642
16610,1767
16611,1780
16612,1848
16613,1844
16614,1766
16615,1728
16616,1862
16617,1990
16618,1973
16619,1864
16620,1763
16621,1798
16622,1741
16623,1899
16624,1981
16625,1752
16626,1822
16627,1983
16628,2126
16629,2294
16630,2422
16631,2893
16632,2875
16633,2796
16634,2501
16635,2337
16636,2116
16637,2145
16638,2330
16639,2288
16640,2170
16641,2088
16642,2054
16643,2207
16644,2293
16645,2369
16646,2406
16647,2369
16648,2224
16649,2311
16650,2164
16651,2351
16652,2613
16653,2356
16654,2037
16655,2094
16656,2115
16657,2141
16658,2327
16659,2273
16660,2328
16661,2367
16662,2334
16663,2410
16664,2521
16665,2445
16666,2488
16667,2657
16668,2654
16669,2851
16670,3014
16671,3261
16672,3228
16673,3476
16674,3503
16675,3321
16676,3410
16677,3620
16678,3733
16679,3787
16680,3582
16681,3403
16682,3196
16683,3073
16684,3019
16685,2955
16686,2948
16687,3012
16688,3188
16689,3164
16690,3069
16691,2807
16692,2840
16693,2961
16694,3104
16695,2830
16696,2786
16697,2688
16698,2672
16699,2701
16700,2761
16701,2572
16702,2537
16703,2563
16704,2543
16705,2722
16706,2332
16707,2640
16708,2626
16709,2742
16710,2889
16711,2993
16712,3216
16713,3361
16714,3574
16715,3768
16716,3886
16717,3780
16718,3719
16719,3709
16720,3462
16721,3626
16722,3710
16723,3931
16724,3728
16725,3557
16726,3519
16727,3496
16728,3544
16729,3659
16730,3572
16731,3388
16732,3262
16733,3205
16734,3033
16735,2775
16736,2833
16737,3045
16738,2982
16739,3157
16740,3335
16741,3133
16742,2919
16743,2841
16744,2515
16745,2180
16746,2031
16747,2026
16748,1940
16749,1917
16750,1678
16751,1413
16752,1462
16753,1399
16754,1295
16755,1399
16756,1391
16757,1537
16758,1494
16759,1542
16760,1387
16761,1363
16762,1750
16763,1448
16764,1588
16765,1639
16766,1390
16767,1180
16768,1271
16769,1612
16770,1547
16771,1419
16772,1360
16773,1365
16774,1131
16775,1025
16776,1156
16777,910
16778,966
16779,917
16780,908
16781,766
16782,776
16783,638
16784,616
16785,701
16786,657
16787,751
16788,875
16789,654
16790,541
16791,488
16792,472
16793,642
16794,552
16795,496
16796,479
16797,431
16798,409
16799,405
16800,664
16801,647
16802,443
16803,660
16804,516
16805,521
16806,787
16807,860
16808,851
16809,920
16810,972
16811,898
16812,879
16813,793
16814,794
16815,787
16816,514
16817,311
16818,401
16819,637
16820,500
16821,561
16822,374
16823,426
16824,450
16825,397
16826,346
16827,434
16828,371
16829,326
16830,290
16831,270
16832,250
16833,270
16834,198
16835,190
16836,182
16837,178
16838,178
16839,205
16840,194
16841,185
16842,162
16843,174
16844,177
16845,172
16846,176
16847,160
16848,155
16849,155
16850,159
16851,178
16852,178
16853,177
16854,165
16855,163
16856,187
16857,176
16858,176
16859,206
16860,173
16861,196
16862,181
16863,185
16864,190
16865,190
16866,193
16867,200
16868,195
16869,199
16870,213
16871,242
16872,229
16873,219
16874,223
16875,227
16876,250
16877,225
16878,321
16879,471
16880,764
16881,882
16882,764
16883,536
16884,810
16885,959
16886,1134
16887,1059
16888,821
16889,605
16890,478
16891,636
16892,792
16893,659
16894,423
16895,300
16896,396
16897,571
16898,750
16899,1042
16900,1167
16901,1348
16902,890
16903,695
16904,564
16905,520
16906,407
16907,906
16908,1219
16909,1086
16910,896
16911,773
16912,646
16913,653
16914,701
16915,946
16916,1133
16917,1256
16918,1194
16919,1535
16920,1877
16921,2004
16922,2170
16923,2312
16924,2482
16925,2583
16926,2595
16927,2576
16928,2616
16929,2656
16930,2671
16931,2832
16932,2948
16933,2906
16934,2914
16935,2858
16936,2656
16937,2512
16938,2331
16939,2470
16940,2248
16941,1941
16942,1803
16943,1874
16944,1809
16945,1768
16946,1942
16947,1907
16948,1927
16949,1889
16950,1803
16951,1746
16952,1718
16953,1782
16954,1934
16955,1937
16956,1872
16957,1771
16958,1640
16959,1573
16960,1624
16961,1646
16962,1745
16963,1730
16964,1656
16965,1779
16966,1920
16967,2059
16968,2144
16969,1926
16970,1829
16971,1768
16972,1719
16973,1807
16974,1914
16975,1914
16976,2064
16977,2109
16978,2148
16979,2412
16980,2730
16981,2840
16982,2923
16983,2882
16984,2637
16985,2247
16986,2111
16987,2055
16988,2104
16989,2081
16990,1977
16991,2015
16992,2046
16993,2141
16994,2242
16995,2369
16996,2427
16997,2379
16998,2226
16999,2269
17000,2253
17001,2080
17002,2196
17003,2123
17004,2320
17005,2320
17006,2275
17007,2592
17008,2673
17009,2565
17010,2623
17011,2650
17012,2519
17013,2652
17014,2765
17015,2752
17016,2839
17017,2590
17018,2746
17019,2693
17020,2966
17021,3208
17022,3324
17023,3506
17024,3571
17025,3520
17026,3512
17027,3582
17028,3701
17029,3812
17030,3829
17031,3554
17032,3420
17033,3289
17034,3170
17035,3014
17036,2974
17037,3061
17038,2880
17039,2925
17040,3060
17041,3103
17042,2922
17043,2985
17044,3087
17045,2835
17046,2602
17047,2630
17048,2629
17049,2642
17050,2626
17051,2643
17052,2818
17053,2730
17054,2448
17055,2622
17056,2386
17057,2657
17058,2509
17059,2737
17060,3101
17061,3082
17062,3391
17063,3470
17064,3568
17065,3688
17066,3835
17067,3795
17068,3581
17069,3398
17070,3664
17071,3864
17072,3908
17073,3882
17074,3776
17075,3732
17076,3659
17077,3567
17078,3658
17079,3750
17080,3551
17081,3483
17082,3407
17083,3287
17084,3178
17085,3016
17086,3197
17087,3236
17088,3197
17089,3373
17090,3352
17091,3198
17092,3002
17093,2839
17094,2708
17095,2506
17096,2585
17097,2005
17098,1820
17099,1773
17100,1518
17101,1704
17102,1905
17103,1943
17104,1368
17105,1535
17106,1620
17107,1688
17108,1816
17109,1843
17110,1727
17111,1480
17112,1911
17113,1536
17114,1741
17115,1931
17116,1627
17117,1233
17118,1420
17119,1543
17120,1482
17121,1441
17122,1346
17123,1311
17124,1395
17125,1316
17126,1069
17127,1124
17128,1127
17129,1126
17130,981
17131,1105
17132,1101
17133,844
17134,795
17135,679
17136,593
17137,644
17138,820
17139,726
17140,613
17141,552
17142,501
17143,459
17144,465
17145,430
17146,425
17147,424
17148,484
17149,440
17150,504
17151,651
17152,838
17153,529
17154,760
17155,465
17156,671
17157,806
17158,896
17159,928
17160,978
17161,930
17162,911
17163,852
17164,777
17165,721
17166,553
17167,396
17168,376
17169,361
17170,624
17171,478
17172,378
17173,493
17174,441
17175,409
17176,345
17177,395
17178,402
17179,347
17180,300
17181,263
17182,245
17183,235
17184,190
17185,180
17186,185
17187,197
17188,173
17189,194
17190,182
17191,167
17192,177
17193,164
17194,166
17195,164
17196,156
17197,155
17198,154
17199,158
17200,162
17201,171
17202,180
17203,171
17204,168
17205,162
17206,173
17207,171
17208,175
17209,169
17210,179
17211,181
17212,196
17213,200
17214,188
17215,185
17216,192
17217,190
17218,200
17219,231
17220,219
17221,230
17222,220
17223,217
17224,218
17225,232
17226,245
17227,231
17228,249
17229,438
17230,669
17231,682
17232,461
17233,650
17234,816
17235,1096
17236,863
17237,912
17238,737
17239,584
17240,446
17241,610
17242,832
17243,796
17244,507
17245,265
17246,262
17247,419
17248,699
17249,825
17250,845
17251,1154
17252,1071
17253,842
17254,751
17255,507
17256,543
17257,668
17258,987
17259,987
17260,1016
17261,779
17262,735
17263,682
17264,842
17265,982
17266,1129
17267,991
17268,1088
17269,1665
17270,1641
17271,1901
17272,2085
17273,2318
17274,2488
17275,2548
17276,2573
17277,2584
17278,2601
17279,2764
17280,2772
17281,2818
17282,2822
17283,2854
17284,2918
17285,2931
17286,2818
17287,2707
17288,2692
17289,2506
17290,2340
17291,2182
17292,1975
17293,1939
17294,1769
17295,1851
17296,1867
17297,1907
17298,1940
17299,1926
17300,1770
17301,1794
17302,1768
17303,1798
17304,1904
17305,1960
17306,1831
17307,1743
17308,1716
17309,1658
17310,1540
17311,1581
17312,1648
17313,1626
17314,1715
17315,1833
17316,1877
17317,1991
17318,2093
17319,1928
17320,1809
17321,1697
17322,1722
17323,1733
17324,1753
17325,1912
17326,2045
17327,2145
17328,2318
17329,2318
17330,2663
17331,2802
17332,2894
17333,2850
17334,2782
17335,2463
17336,2079
17337,1939
17338,1934
17339,2055
17340,2052
17341,1884
17342,2060
17343,2090
17344,2199
17345,2325
17346,2271
17347,2233
17348,2188
17349,2046
17350,2286
17351,1960
17352,2057
17353,2251
17354,2481
17355,2374
17356,2451
17357,2676
17358,2951
17359,2858
17360,3037
17361,3002
17362,2905
17363,2885
17364,2707
17365,2762
17366,2990
17367,2906
17368,2818
17369,2860
17370,3112
17371,3282
17372,3604
17373,3601
17374,3706
17375,3715
17376,3767
17377,3694
17378,3669
17379,3743
17380,3825
17381,3783
17382,3494
17383,3534
17384,3376
17385,3170
17386,3101
17387,2982
17388,2851
17389,2852
17390,3113
17391,3298
17392,3202
17393,3046
17394,3018
17395,2784
17396,2798
17397,2764
17398,2730
17399,2713
17400,2791
17401,2680
17402,2893
17403,2719
17404,2431
17405,2445
17406,2454
17407,2587
17408,2461
17409,2841
17410,2935
17411,3147
17412,3463
17413,3506
17414,3530
17415,3589
17416,3659
17417,3755
17418,3446
17419,3513
17420,3762
17421,3856
17422,3851
17423,3789
17424,3719
17425,3657
17426,3680
17427,3627
17428,3708
17429,3655
17430,3601
17431,3463
17432,3527
17433,3409
17434,3348
17435,3236
17436,3288
17437,3361
17438,3239
17439,3145
17440,3154
17441,3212
17442,3049
17443,2976
17444,2914
17445,2846
17446,2616
17447,2312
17448,2085
17449,1814
17450,1506
17451,1907
17452,2345
17453,1804
17454,1490
17455,1619
17456,1851
17457,1730
17458,2115
17459,2143
17460,2063
17461,1663
17462,1981
17463,1828
17464,1957
17465,1929
17466,1509
17467,1310
17468,1477
17469,1825
17470,1750
17471,1465
17472,1386
17473,1358
17474,1465
17475,1408
17476,1248
17477,1157
17478,1273
17479,1402
17480,1144
17481,1282
17482,1107
17483,1194
17484,1109
17485,757
17486,641
17487,563
17488,732
17489,737
17490,596
17491,519
17492,466
17493,482
17494,509
17495,510
17496,526
17497,551
17498,518
17499,564
17500,610
17501,936
17502,1134
17503,834
17504,423
17505,528
17506,658
17507,912
17508,907
17509,939
17510,923
17511,966
17512,954
17513,882
17514,732
17515,802
17516,667
17517,472
17518,312
17519,405
17520,402
17521,465
17522,411
17523,498
17524,488
17525,407
17526,360
17527,341
17528,426
17529,361
17530,332
17531,251
17532,241
17533,252
17534,228
17535,185
17536,181
17537,175
17538,175
17539,191
17540,197
17541,163
17542,183
17543,184
17544,166
17545,174
17546,158
17547,155
17548,161
17549,156
17550,175
17551,161
17552,160
17553,163
17554,164
17555,170
17556,165
17557,182
17558,172
17559,176
17560,177
17561,183
17562,187
17563,181
17564,182
17565,184
17566,190
17567,194
17568,206
17569,210
17570,214
17571,232
17572,211
17573,216
17574,219
17575,232
17576,229
17577,208
17578,214
17579,413
17580,483
17581,328
17582,759
17583,756
17584,961
17585,967
17586,686
17587,732
17588,552
17589,405
17590,378
17591,655
17592,847
17593,615
17594,536
17595,249
17596,282
17597,410
17598,577
17599,609
17600,891
17601,1035
17602,1262
17603,966
17604,674
17605,700
17606,638
17607,510
17608,709
17609,1043
17610,1102
17611,879
17612,756
17613,779
17614,859
17615,965
17616,1174
17617,1060
17618,864
17619,1465
17620,1834
17621,1889
17622,1918
17623,2292
17624,2473
17625,2513
17626,2601
