AÑO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
2018,-0.007243637,-0.007572783,-0.007270254,-0.006911173,-0.006609224,-0.006583441,-0.006660403,-0.006727489,-0.00681287,-0.006526483,-0.006848648,-0.007437777
