ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
-0.006846025,-0.006846025,-0.006943462,-0.006832024,-0.006418057,-0.006484899,-0.006803115,-0.006883582,-0.006828352,-0.006820744,-0.007057459,-0.007309867
