,Elevacion
19351,428
19352,553
19353,480
19354,547
19355,519
19356,534
19357,540
19358,527
19359,437
19360,501
19361,449
19362,342
19363,279
19364,281
19365,338
19366,282
19367,222
19368,262
19369,246
19370,202
19371,166
19372,147
19373,131
19374,122
19375,146
19376,223
19377,148
19378,99
19379,95
19380,100
19381,94
19382,99
19383,94
19384,92
19385,92
19386,80
19387,94
19388,95
19389,101
19390,72
19391,82
19392,70
19393,104
19394,121
19395,112
19396,73
19397,71
19398,70
19399,159
19400,189
19401,141
19402,116
19403,185
19404,130
19405,151
19406,123
19407,133
19408,152
19409,154
19410,130
19411,145
19412,83
19413,129
19414,102
19415,157
19416,160
19417,141
19418,117
19419,174
19420,104
19421,130
19422,119
19423,153
19424,123
19425,112
19426,129
19427,143
19428,154
19429,275
19430,331
19431,382
19432,438
19433,514
19434,458
19435,522
19436,490
19437,500
19438,460
19439,527
19440,570
19441,668
19442,647
19443,645
19444,694
19445,742
19446,709
19447,739
19448,705
19449,619
19450,633
19451,587
19452,646
19453,698
19454,750
19455,664
19456,782
19457,606
19458,624
19459,676
19460,692
19461,704
19462,688
19463,712
19464,765
19465,782
19466,768
19467,849
19468,1153
19469,1133
19470,997
19471,929
19472,836
19473,851
19474,957
19475,1002
19476,1032
19477,1305
19478,1396
19479,1403
19480,1343
19481,1329
19482,1288
19483,1335
19484,1270
19485,1250
19486,1026
19487,1011
19488,1051
19489,884
19490,914
19491,816
19492,828
19493,830
19494,886
19495,761
19496,756
19497,813
19498,606
19499,571
19500,701
19501,695
19502,749
19503,697
19504,723
19505,803
19506,1006
19507,1006
19508,795
19509,987
19510,1024
19511,1057
19512,933
19513,845
19514,766
19515,673
19516,488
19517,377
19518,378
19519,436
19520,351
19521,271
19522,348
19523,383
19524,340
19525,295
19526,305
19527,338
19528,242
19529,166
19530,229
19531,215
19532,122
19533,107
19534,115
19535,104
19536,114
19537,107
19538,94
19539,87
19540,97
19541,77
19542,70
19543,75
19544,63
19545,85
19546,64
19547,55
19548,55
19549,55
19550,57
19551,63
19552,61
19553,61
19554,59
19555,57
19556,57
19557,62
19558,62
19559,60
19560,59
19561,55
19562,51
19563,47
19564,51
19565,58
19566,55
19567,59
19568,55
19569,52
19570,56
19571,56
19572,56
19573,49
19574,58
19575,55
19576,61
19577,55
19578,53
19579,57
19580,54
19581,62
19582,57
19583,55
19584,58
19585,62
19586,63
19587,70
19588,66
19589,68
19590,65
19591,67
19592,66
19593,65
19594,70
19595,70
19596,69
19597,71
19598,72
19599,77
19600,708
19601,822
19602,915
19603,1107
19604,1232
19605,1341
19606,1083
19607,892
19608,978
19609,785
19610,788
19611,705
19612,939
19613,1055
19614,1383
19615,1371
19616,1274
19617,1134
19618,1231
19619,1085
19620,914
19621,679
19622,784
19623,1047
19624,1001
19625,1160
19626,1162
19627,1065
19628,850
19629,874
19630,915
19631,807
19632,685
19633,585
19634,368
19635,275
19636,564
19637,678
19638,820
19639,633
19640,895
19641,716
19642,512
19643,640
19644,639
19645,541
19646,578
19647,705
19648,642
19649,492
19650,393
19651,232
19652,233
19653,454
19654,679
19655,635
19656,627
19657,572
19658,584
19659,559
19660,505
19661,422
19662,465
19663,396
19664,370
19665,365
19666,248
19667,170
19668,100
19669,106
19670,126
19671,138
19672,121
19673,105
19674,105
19675,124
19676,192
19677,179
19678,184
19679,115
19680,107
19681,185
19682,158
19683,155
19684,170
19685,179
19686,171
19687,198
19688,124
19689,148
19690,258
19691,255
19692,177
19693,283
19694,363
19695,430
19696,516
19697,685
19698,558
19699,461
19700,374
19701,401
19702,435
19703,484
19704,611
19705,678
19706,565
19707,562
19708,615
19709,530
19710,405
19711,441
19712,432
19713,394
19714,344
19715,272
19716,238
19717,218
19718,279
19719,248
19720,192
19721,164
19722,119
19723,111
19724,111
19725,153
19726,132
19727,131
19728,107
19729,116
19730,101
19731,97
19732,98
19733,103
19734,92
19735,92
19736,95
19737,90
19738,96
19739,96
19740,81
19741,86
19742,86
19743,74
19744,85
19745,99
19746,62
19747,64
19748,118
19749,114
19750,168
19751,121
19752,65
19753,154
19754,134
19755,139
19756,127
19757,133
19758,167
19759,122
19760,137
19761,125
19762,92
19763,120
19764,168
19765,156
19766,172
19767,164
19768,133
19769,96
19770,134
19771,127
19772,125
19773,151
19774,156
19775,122
19776,196
19777,178
19778,158
19779,148
19780,161
19781,318
19782,257
19783,270
19784,280
19785,508
19786,565
19787,619
19788,620
19789,614
19790,584
19791,652
19792,646
19793,664
19794,688
19795,779
19796,738
19797,735
19798,669
19799,704
19800,641
19801,590
19802,656
19803,693
19804,705
19805,714
19806,740
19807,598
19808,631
19809,743
19810,688
19811,722
19812,673
19813,717
19814,719
19815,750
19816,745
19817,837
19818,1000
19819,1235
19820,1321
19821,1075
19822,923
19823,978
19824,911
19825,1050
19826,1238
19827,1279
19828,1261
19829,1141
19830,1145
19831,1215
19832,1244
19833,1285
19834,1337
19835,1477
19836,1330
19837,1178
19838,1359
19839,1280
19840,1101
19841,1247
19842,1118
19843,1206
19844,981
19845,1128
19846,1137
19847,991
19848,888
19849,753
19850,667
19851,515
19852,541
19853,599
19854,752
19855,952
19856,1111
19857,1049
19858,967
19859,870
19860,698
19861,640
19862,596
19863,514
19864,484
19865,610
19866,511
19867,372
19868,286
19869,222
19870,286
19871,514
19872,391
19873,208
19874,226
19875,227
19876,300
19877,251
19878,233
19879,266
19880,170
19881,131
19882,126
19883,106
19884,88
19885,75
19886,72
19887,99
19888,111
19889,108
19890,72
19891,94
19892,86
19893,69
19894,64
19895,62
19896,74
19897,55
19898,55
19899,55
19900,55
19901,56
19902,57
19903,57
19904,57
19905,56
19906,58
19907,57
19908,55
19909,58
19910,58
19911,65
19912,50
19913,53
19914,54
19915,54
19916,55
19917,55
19918,52
19919,50
19920,56
19921,53
19922,50
19923,53
19924,55
19925,59
19926,56
19927,57
19928,56
19929,56
19930,59
19931,62
19932,58
19933,58
19934,59
19935,58
19936,60
19937,60
19938,69
19939,65
19940,62
19941,62
19942,66
19943,68
19944,71
19945,70
19946,69
19947,73
19948,72
19949,68
19950,808
19951,908
19952,833
19953,915
19954,1223
19955,1277
19956,1044
19957,888
19958,807
19959,634
19960,717
19961,694
19962,692
19963,873
19964,1116
19965,1079
19966,971
19967,848
19968,731
19969,752
19970,1003
19971,911
19972,1014
19973,1145
19974,982
19975,801
19976,655
19977,819
19978,593
19979,539
19980,539
19981,705
19982,505
19983,362
19984,364
19985,533
19986,765
19987,728
19988,538
19989,640
19990,796
19991,697
19992,785
19993,725
19994,605
19995,427
19996,510
19997,469
19998,494
19999,548
20000,416
20001,319
20002,391
20003,229
20004,489
20005,695
20006,656
20007,572
20008,485
20009,573
20010,444
20011,481
20012,481
20013,339
20014,268
20015,269
20016,190
20017,120
20018,104
20019,115
20020,120
20021,125
20022,125
20023,111
20024,102
20025,153
20026,181
20027,149
20028,176
20029,188
20030,137
20031,168
20032,170
20033,160
20034,162
20035,138
20036,109
20037,113
20038,178
20039,203
20040,157
20041,273
20042,393
20043,341
20044,554
20045,478
20046,657
20047,584
20048,553
20049,414
20050,394
20051,303
20052,534
20053,416
20054,568
20055,597
20056,528
20057,537
20058,491
20059,402
20060,455
20061,387
20062,382
20063,333
20064,311
20065,280
20066,241
20067,177
20068,241
20069,174
20070,138
20071,129
20072,122
20073,108
20074,97
20075,112
20076,100
20077,91
20078,92
20079,106
20080,109
20081,126
20082,109
20083,108
20084,107
20085,112
20086,104
20087,101
20088,93
20089,102
20090,91
20091,93
20092,109
20093,76
20094,76
20095,72
20096,63
20097,79
20098,117
20099,92
20100,136
20101,70
20102,97
20103,124
20104,124
20105,142
20106,124
20107,100
20108,133
20109,128
20110,127
20111,96
20112,102
20113,105
20114,133
20115,97
20116,145
20117,133
20118,90
20119,119
20120,124
20121,115
20122,130
20123,103
20124,108
20125,147
20126,155
20127,139
20128,154
20129,142
20130,295
20131,250
20132,308
20133,471
20134,478
20135,498
20136,520
20137,559
20138,520
20139,564
20140,648
20141,620
20142,622
20143,593
20144,676
20145,723
20146,724
20147,765
20148,677
20149,675
20150,689
20151,583
20152,624
20153,696
20154,715
20155,782
20156,671
20157,598
20158,662
20159,696
20160,698
20161,686
20162,691
20163,678
20164,670
20165,683
20166,739
20167,814
20168,929
20169,1209
20170,1212
20171,1236
20172,1065
20173,965
20174,887
20175,970
20176,1000
20177,1200
20178,1295
20179,1256
20180,1169
20181,1051
20182,1187
20183,1366
20184,1311
20185,1372
20186,1355
20187,1375
20188,1355
20189,1545
20190,1374
20191,1429
20192,1385
20193,1335
20194,1206
20195,1401
20196,1370
20197,1292
20198,1020
20199,1013
20200,923
20201,732
20202,580
20203,507
20204,621
20205,858
20206,1058
20207,879
20208,1048
20209,935
20210,878
20211,806
20212,672
20213,698
20214,751
20215,475
20216,479
20217,476
20218,247
20219,224
20220,311
20221,187
20222,343
20223,348
20224,218
20225,300
20226,304
20227,330
20228,236
20229,306
20230,218
20231,158
20232,105
20233,80
20234,75
20235,105
20236,79
20237,71
20238,68
20239,75
20240,67
20241,68
20242,88
20243,68
20244,67
20245,71
20246,78
20247,58
20248,55
20249,55
20250,55
20251,57
20252,56
20253,56
20254,58
20255,58
20256,59
20257,59
20258,59
20259,56
20260,56
20261,60
20262,54
20263,58
20264,46
20265,50
20266,52
20267,53
20268,54
20269,55
20270,55
20271,56
20272,51
20273,54
20274,49
20275,56
20276,53
20277,60
20278,58
20279,57
20280,58
20281,56
20282,63
20283,59
20284,67
20285,58
20286,62
20287,62
20288,61
20289,63
20290,62
20291,70
20292,67
20293,68
20294,72
20295,74
20296,69
20297,75
20298,71
20299,69
20300,847
20301,944
20302,940
20303,1155
20304,1235
20305,1232
20306,1021
20307,769
20308,748
20309,661
20310,992
20311,703
20312,677
20313,558
20314,653
20315,889
20316,623
20317,595
20318,575
20319,584
20320,682
20321,710
20322,843
20323,556
20324,742
20325,729
20326,665
20327,433
20328,500
20329,571
20330,568
20331,385
20332,344
20333,395
20334,420
20335,630
20336,831
20337,613
20338,477
20339,474
20340,385
20341,617
20342,538
20343,703
20344,658
20345,552
20346,367
20347,383
20348,424
20349,436
20350,443
20351,334
20352,376
20353,190
20354,224
20355,376
20356,566
20357,590
20358,446
20359,409
20360,391
20361,324
20362,385
20363,416
20364,243
20365,182
20366,151
20367,100
20368,97
20369,105
20370,98
20371,99
20372,114
20373,93
20374,131
20375,140
20376,162
20377,183
20378,180
20379,121
20380,112
20381,146
20382,157
20383,145
20384,149
20385,125
20386,174
20387,163
20388,189
20389,211
20390,197
20391,156
20392,212
20393,277
20394,483
20395,625
20396,534
20397,508
20398,455
20399,423
20400,435
20401,292
20402,392
20403,483
20404,507
20405,523
20406,543
20407,445
20408,493
20409,545
20410,372
20411,360
20412,334
20413,357
20414,261
20415,249
20416,212
20417,223
20418,183
20419,116
20420,123
20421,125
20422,100
20423,106
20424,106
20425,103
20426,99
20427,95
20428,92
20429,88
20430,99
20431,108
20432,102
20433,123
20434,118
20435,118
20436,99
20437,111
20438,110
20439,106
20440,96
20441,102
20442,84
20443,98
20444,88
20445,101
20446,88
20447,89
20448,159
20449,111
20450,63
20451,69
20452,106
20453,111
20454,107
20455,84
20456,98
20457,97
20458,118
20459,96
20460,93
20461,124
20462,100
20463,113
20464,140
20465,106
20466,95
20467,116
20468,110
20469,123
20470,119
20471,107
20472,100
20473,174
20474,235
20475,222
20476,215
20477,163
20478,137
20479,171
20480,324
20481,339
20482,396
20483,422
20484,435
20485,478
20486,572
20487,613
20488,516
20489,615
20490,622
20491,577
20492,640
20493,607
20494,814
20495,778
20496,750
20497,725
20498,700
20499,739
20500,662
20501,584
20502,616
20503,709
20504,743
20505,780
20506,665
20507,596
20508,666
20509,729
20510,700
20511,712
20512,632
20513,672
20514,721
20515,746
20516,767
20517,796
20518,949
20519,1209
20520,1444
20521,1396
20522,1266
20523,1060
20524,953
20525,994
20526,875
20527,953
20528,1002
20529,1219
20530,1054
20531,1032
20532,1131
20533,1030
20534,1069
20535,1251
20536,1363
20537,1251
20538,1224
20539,1267
20540,1318
20541,1379
20542,1355
20543,1380
20544,1488
20545,1357
20546,1277
20547,1232
20548,1354
20549,1233
20550,1117
20551,918
20552,675
20553,587
20554,435
20555,467
20556,570
20557,674
20558,582
20559,530
20560,755
20561,725
20562,642
20563,669
20564,660
20565,554
20566,441
20567,398
20568,447
20569,414
20570,346
20571,317
20572,273
20573,318
20574,329
20575,163
20576,228
20577,271
20578,315
20579,240
20580,279
20581,182
20582,100
20583,107
20584,99
20585,87
20586,104
20587,83
20588,79
20589,64
20590,70
20591,74
20592,71
20593,72
20594,65
20595,70
20596,66
20597,82
20598,85
20599,63
20600,62
20601,59
20602,65
20603,58
20604,73
20605,72
20606,63
20607,55
20608,59
20609,57
20610,54
20611,60
20612,67
20613,52
20614,53
20615,52
20616,50
20617,52
20618,57
20619,59
20620,61
20621,66
20622,51
20623,52
20624,55
20625,55
20626,59
20627,58
20628,57
20629,62
20630,60
20631,63
20632,60
20633,57
20634,57
20635,59
20636,57
20637,60
20638,67
20639,64
20640,67
20641,62
20642,66
20643,67
20644,70
20645,66
20646,68
20647,70
20648,74
20649,73
20650,806
20651,856
20652,701
20653,729
20654,1089
20655,990
20656,928
20657,994
20658,794
20659,977
20660,946
20661,1149
20662,757
20663,602
20664,677
20665,616
20666,645
20667,758
20668,748
20669,674
20670,506
20671,429
20672,511
20673,633
20674,679
20675,425
20676,398
20677,641
20678,705
20679,906
20680,743
20681,613
20682,471
20683,579
20684,506
20685,752
20686,850
20687,568
20688,418
20689,449
20690,346
20691,425
20692,622
20693,699
20694,690
20695,623
20696,558
20697,559
20698,332
20699,250
20700,189
20701,180
20702,220
20703,177
20704,202
20705,144
20706,246
20707,442
20708,450
20709,411
20710,303
20711,208
20712,303
20713,290
20714,263
20715,170
20716,103
20717,103
20718,104
20719,99
20720,97
20721,97
20722,127
20723,136
20724,166
20725,128
20726,162
20727,131
20728,157
20729,200
20730,143
20731,99
20732,138
20733,177
20734,126
20735,163
20736,141
20737,151
20738,168
20739,190
20740,197
20741,179
20742,201
20743,339
20744,450
20745,577
20746,435
20747,589
20748,481
20749,349
20750,300
20751,354
20752,420
20753,387
20754,452
20755,539
20756,557
20757,589
20758,601
20759,571
20760,426
20761,388
20762,291
20763,291
20764,235
20765,222
20766,151
20767,107
20768,101
20769,104
20770,105
20771,103
20772,126
20773,103
20774,106
20775,96
20776,113
20777,99
20778,99
20779,81
20780,90
20781,100
20782,109
20783,88
20784,89
20785,91
20786,112
20787,109
20788,105
20789,98
20790,97
20791,115
20792,103
20793,101
20794,98
20795,81
20796,93
20797,88
20798,78
20799,122
20800,77
20801,68
20802,85
20803,107
20804,94
20805,71
20806,74
20807,98
20808,70
20809,91
20810,96
20811,105
20812,82
20813,104
20814,205
20815,137
20816,81
20817,141
20818,143
20819,144
20820,82
20821,96
20822,145
20823,155
20824,241
20825,152
20826,169
20827,208
20828,165
20829,160
20830,267
20831,374
20832,352
20833,362
20834,513
20835,500
20836,582
20837,633
20838,638
20839,557
20840,598
20841,619
20842,651
20843,666
20844,819
20845,749
20846,738
20847,714
20848,719
20849,679
20850,625
20851,616
20852,601
20853,642
20854,771
20855,684
20856,625
20857,636
20858,637
20859,659
20860,614
20861,664
20862,643
20863,675
20864,668
20865,780
20866,749
20867,805
20868,946
20869,1127
20870,1180
20871,1460
20872,1328
20873,1143
20874,1014
20875,1120
20876,943
20877,886
20878,826
20879,879
20880,875
20881,913
20882,1152
20883,1006
20884,1087
20885,1121
20886,1158
20887,1217
20888,1179
20889,1165
20890,1205
20891,1166
20892,1242
20893,1236
20894,1356
20895,1384
20896,1191
20897,1127
20898,1261
20899,1255
20900,1233
20901,1179
20902,877
20903,752
20904,639
20905,524
20906,538
20907,448
20908,375
20909,398
20910,512
20911,631
20912,663
20913,665
20914,622
20915,558
20916,575
20917,496
20918,420
20919,467
20920,395
20921,415
20922,299
20923,190
20924,143
20925,260
20926,189
20927,243
20928,152
20929,177
20930,154
20931,173
20932,119
20933,100
20934,116
20935,97
20936,87
20937,92
20938,87
20939,81
20940,94
20941,85
20942,70
20943,73
20944,63
20945,64
20946,65
20947,63
20948,80
20949,81
20950,69
20951,94
20952,93
20953,64
20954,95
20955,62
20956,56
20957,55
20958,54
20959,62
20960,56
20961,62
20962,62
20963,58
20964,60
20965,55
20966,54
20967,59
20968,58
20969,61
20970,65
20971,58
20972,54
20973,59
20974,60
20975,58
20976,54
20977,56
20978,57
20979,58
20980,56
20981,59
20982,54
20983,59
20984,58
20985,57
20986,63
20987,58
20988,63
20989,60
20990,62
20991,62
20992,66
20993,65
20994,67
20995,70
20996,71
20997,72
20998,69
20999,71
21000,523
21001,723
21002,757
21003,928
21004,1084
21005,1363
21006,1399
21007,1142
21008,1301
21009,1073
21010,845
21011,667
21012,697
21013,767
21014,1030
21015,863
21016,923
21017,1118
21018,882
21019,720
21020,589
21021,528
21022,581
21023,776
21024,969
21025,666
21026,595
21027,787
21028,970
21029,689
21030,563
21031,578
21032,608
21033,679
21034,838
21035,813
21036,643
21037,595
21038,415
21039,283
21040,334
21041,249
21042,377
21043,731
21044,683
21045,487
21046,525
21047,476
21048,460
21049,436
21050,365
21051,208
21052,152
21053,120
21054,141
21055,112
21056,117
21057,232
21058,437
21059,326
21060,279
21061,224
21062,188
21063,164
21064,180
21065,139
21066,118
21067,109
21068,99
21069,96
21070,96
21071,110
21072,111
21073,130
21074,146
21075,128
21076,119
21077,133
21078,126
21079,184
21080,156
21081,124
21082,107
21083,100
21084,120
21085,142
21086,107
21087,120
21088,133
21089,119
21090,131
21091,119
21092,175
21093,296
21094,300
21095,308
21096,313
21097,405
21098,485
21099,430
21100,246
21101,363
21102,362
21103,333
21104,452
21105,490
21106,556
21107,593
21108,543
21109,518
21110,395
21111,315
21112,316
21113,279
21114,199
21115,178
21116,133
21117,117
21118,136
21119,125
21120,94
21121,90
21122,100
21123,92
21124,85
21125,88
21126,102
21127,112
21128,102
21129,96
21130,88
21131,75
21132,78
21133,80
21134,90
21135,92
21136,101
21137,120
21138,116
21139,121
21140,117
21141,106
21142,94
21143,90
21144,99
21145,93
21146,81
21147,88
21148,100
21149,139
21150,62
21151,59
21152,62
21153,78
21154,80
21155,73
21156,72
21157,65
21158,60
21159,63
21160,85
21161,131
21162,154
21163,106
21164,152
21165,99
21166,97
21167,104
21168,111
21169,77
21170,82
21171,86
21172,102
21173,164
21174,84
21175,106
21176,89
21177,141
21178,134
21179,132
21180,183
21181,410
21182,395
21183,400
21184,482
21185,481
21186,554
21187,632
21188,646
21189,634
21190,665
21191,682
21192,582
21193,718
21194,919
21195,759
21196,723
21197,667
21198,671
21199,641
21200,624
21201,680
21202,637
21203,709
21204,670
21205,624
21206,619
21207,647
21208,710
21209,741
21210,659
21211,687
21212,659
21213,689
21214,693
21215,724
21216,848
21217,916
21218,1010
21219,1234
21220,1394
21221,1459
21222,1516
21223,1329
21224,1110
21225,1373
21226,1379
21227,1243
21228,1103
21229,940
21230,763
21231,903
21232,1077
21233,1075
21234,1068
21235,950
21236,1062
21237,1063
21238,1184
21239,1055
21240,1089
21241,1070
21242,1038
21243,1020
21244,1085
21245,1098
21246,1051
21247,1066
21248,1151
21249,1321
21250,1280
21251,1394
21252,1304
21253,1100
21254,933
21255,804
21256,762
21257,817
21258,789
21259,588
21260,475
21261,306
21262,455
21263,551
21264,682
21265,641
21266,485
21267,383
21268,377
21269,290
21270,333
21271,399
21272,347
21273,336
21274,243
21275,143
21276,170
21277,177
21278,144
21279,130
21280,158
21281,107
21282,90
21283,86
21284,108
21285,110
21286,99
21287,70
21288,89
21289,73
21290,79
21291,99
21292,86
21293,75
21294,64
21295,66
21296,68
21297,68
21298,69
21299,84
21300,88
21301,96
21302,88
21303,83
21304,83
21305,58
21306,69
21307,58
21308,54
21309,55
21310,56
21311,60
21312,58
21313,68
21314,55
21315,51
21316,61
21317,55
21318,54
21319,64
21320,53
21321,54
21322,53
21323,56
21324,55
21325,56
21326,56
21327,58
21328,55
21329,55
21330,60
21331,58
21332,58
21333,57
21334,59
21335,62
21336,63
21337,60
21338,62
21339,62
21340,63
21341,63
21342,66
21343,65
21344,67
21345,67
21346,69
21347,65
21348,66
21349,66
21350,675
21351,742
21352,794
21353,1029
21354,1074
21355,1293
21356,1589
21357,1494
21358,1369
21359,1181
21360,1051
21361,937
21362,945
21363,1169
21364,1323
21365,1188
21366,1160
21367,1082
21368,893
21369,950
21370,713
21371,816
21372,860
21373,1063
21374,1120
21375,936
21376,830
21377,773
21378,960
21379,915
21380,826
21381,812
21382,850
21383,736
21384,683
21385,573
21386,597
21387,409
21388,339
21389,394
21390,482
21391,361
21392,216
21393,413
21394,709
21395,559
21396,456
21397,437
21398,378
21399,424
21400,355
21401,225
21402,131
21403,123
21404,123
21405,112
21406,121
21407,111
21408,120
21409,179
21410,149
21411,126
21412,145
21413,101
21414,112
21415,103
21416,95
21417,95
21418,93
21419,95
21420,88
21421,93
21422,92
21423,101
21424,143
21425,140
21426,119
21427,118
21428,141
21429,148
21430,128
21431,175
21432,123
21433,100
21434,184
21435,166
21436,161
21437,156
21438,158
21439,138
21440,138
21441,187
21442,229
21443,187
21444,238
21445,194
21446,221
21447,275
21448,303
21449,420
21450,286
21451,305
21452,285
21453,283
21454,388
21455,455
21456,466
21457,530
21458,505
21459,505
21460,409
21461,237
21462,271
21463,191
21464,224
21465,181
21466,160
21467,181
21468,118
21469,111
21470,104
21471,107
21472,95
21473,111
21474,88
21475,85
21476,77
21477,102
21478,90
21479,86
21480,94
21481,81
21482,79
21483,78
21484,83
21485,82
21486,84
21487,103
21488,101
21489,99
21490,100
21491,105
21492,84
21493,102
21494,93
21495,92
21496,90
21497,93
21498,90
21499,110
21500,59
21501,71
21502,59
21503,59
21504,68
21505,56
21506,57
21507,58
21508,83
21509,84
21510,111
21511,78
21512,70
21513,86
21514,135
21515,73
21516,70
21517,69
21518,83
21519,84
21520,78
21521,108
21522,117
21523,97
21524,166
21525,170
21526,188
21527,91
21528,110
21529,142
21530,124
21531,283
21532,404
21533,440
21534,478
21535,539
21536,575
21537,613
21538,653
21539,658
21540,643
21541,650
21542,633
21543,666
21544,800
21545,741
21546,741
21547,724
21548,689
21549,675
21550,652
21551,687
21552,674
21553,689
21554,646
21555,624
21556,661
21557,638
21558,740
21559,770
21560,682
21561,680
21562,614
21563,663
21564,700
21565,753
21566,812
21567,899
21568,967
21569,1168
21570,1441
21571,1581
21572,1551
21573,1373
21574,1400
21575,1478
21576,1458
21577,1456
21578,1365
21579,1136
21580,867
21581,698
21582,828
21583,925
21584,922
21585,1011
21586,1079
21587,990
21588,1044
21589,1235
21590,1254
21591,1169
21592,1098
21593,1123
21594,1156
21595,1033
21596,1053
21597,1065
21598,1036
21599,1075
21600,1160
21601,1234
21602,1091
21603,1251
21604,1324
21605,1287
21606,1105
21607,1074
21608,829
21609,770
21610,550
21611,360
21612,402
21613,300
21614,382
21615,556
21616,596
21617,521
21618,409
21619,328
21620,334
21621,327
21622,302
21623,290
21624,280
21625,295
21626,162
21627,141
21628,119
21629,104
21630,92
21631,93
21632,87
21633,82
21634,96
21635,92
21636,94
21637,83
21638,71
21639,73
21640,62
21641,61
21642,64
21643,68
21644,60
21645,61
21646,60
21647,61
21648,69
21649,78
21650,85
21651,94
21652,78
21653,96
21654,60
21655,60
21656,81
21657,54
21658,55
21659,54
21660,57
21661,59
21662,55
21663,72
21664,55
21665,50
21666,54
21667,56
21668,60
21669,53
21670,53
21671,55
21672,55
21673,55
21674,51
21675,52
21676,55
21677,52
21678,57
21679,57
21680,58
21681,58
21682,58
21683,58
21684,62
21685,60
21686,61
21687,61
21688,64
21689,63
21690,61
21691,61
21692,61
21693,61
21694,66
21695,65
21696,69
21697,79
21698,80
21699,73
21700,571
21701,799
21702,872
21703,1095
21704,1346
21705,1497
21706,1850
21707,1634
21708,1408
21709,1206
21710,1103
21711,1192
21712,1247
21713,1034
21714,1027
21715,1012
21716,910
21717,837
21718,961
21719,1103
21720,966
21721,1045
21722,1124
21723,1140
21724,1099
21725,768
21726,721
21727,678
21728,688
21729,827
21730,694
21731,886
21732,862
21733,794
21734,560
21735,396
21736,394
21737,395
21738,345
21739,277
21740,321
21741,456
21742,289
21743,283
21744,415
21745,684
21746,496
21747,406
21748,460
21749,342
21750,293
21751,257
21752,136
21753,116
21754,120
21755,116
21756,177
21757,155
21758,171
21759,239
21760,243
21761,159
21762,121
21763,97
21764,94
21765,96
21766,95
21767,91
21768,93
21769,94
21770,121
21771,109
21772,105
21773,90
21774,98
21775,107
21776,132
21777,121
21778,115
21779,99
21780,120
21781,114
21782,124
21783,90
21784,143
21785,150
21786,156
21787,151
21788,139
21789,186
21790,159
21791,188
21792,152
21793,157
21794,138
21795,271
21796,375
21797,333
21798,286
21799,388
21800,281
21801,238
21802,375
21803,230
21804,278
21805,373
21806,439
21807,501
21808,448
21809,479
21810,458
21811,308
21812,214
21813,178
21814,227
21815,176
21816,152
21817,117
21818,167
21819,97
21820,85
21821,118
21822,112
21823,94
21824,99
21825,115
21826,88
21827,84
21828,81
21829,93
21830,91
21831,92
21832,70
21833,73
21834,66
21835,80
21836,89
21837,85
21838,86
21839,89
21840,98
21841,97
21842,99
21843,101
21844,95
21845,96
21846,95
21847,80
21848,80
21849,90
21850,56
21851,63
21852,64
21853,65
21854,63
21855,59
21856,58
21857,59
21858,77
21859,82
21860,96
21861,91
21862,120
21863,110
21864,127
21865,129
21866,124
21867,174
21868,129
21869,140
21870,95
21871,112
21872,111
21873,141
21874,99
21875,171
21876,219
21877,120
21878,207
21879,153
21880,122
21881,170
21882,421
21883,411
21884,371
21885,519
21886,572
21887,616
21888,643
21889,687
21890,697
21891,649
21892,708
21893,736
21894,762
21895,737
21896,751
21897,677
21898,733
21899,720
21900,730
21901,686
21902,654
21903,647
21904,614
21905,636
21906,664
21907,710
21908,757
21909,702
21910,695
21911,610
21912,656
21913,697
21914,668
21915,677
21916,819
21917,922
21918,1177
21919,1234
21920,1348
21921,1462
21922,1558
21923,1436
21924,1444
21925,1423
21926,1484
21927,1337
21928,1283
21929,1180
21930,989
21931,865
21932,693
21933,811
21934,945
21935,944
21936,844
21937,879
21938,947
21939,990
21940,1186
21941,1302
21942,1280
21943,1185
21944,1049
21945,1003
21946,1005
21947,1043
21948,1138
21949,1228
21950,1220
21951,1191
21952,1075
21953,909
21954,889
21955,950
21956,982
21957,885
21958,707
21959,587
21960,430
21961,558
21962,599
21963,466
21964,258
21965,348
21966,487
21967,566
21968,548
21969,469
21970,411
21971,396
21972,388
21973,338
21974,310
21975,247
21976,132
21977,115
21978,104
21979,89
21980,94
21981,89
21982,82
21983,85
21984,83
21985,74
21986,71
21987,66
21988,68
21989,66
21990,64
21991,69
21992,74
21993,73
21994,73
21995,68
21996,67
21997,62
21998,72
21999,68
22000,82
22001,67
22002,84
22003,94
22004,102
22005,58
22006,60
22007,61
22008,57
22009,54
22010,54
22011,58
22012,57
22013,58
22014,52
22015,68
22016,63
22017,51
22018,56
22019,56
22020,51
22021,50
22022,51
22023,53
22024,53
22025,56
22026,52
22027,54
22028,55
22029,52
22030,58
22031,55
22032,58
22033,59
22034,60
22035,65
22036,60
22037,61
22038,72
22039,57
22040,66
22041,62
22042,66
22043,66
22044,69
22045,68
22046,66
22047,73
22048,68
22049,75
22050,693
22051,684
22052,946
22053,1074
22054,1382
22055,1714
22056,1697
22057,1564
22058,1405
22059,1275
22060,1308
22061,1227
22062,946
22063,780
22064,801
22065,903
22066,784
22067,929
22068,999
22069,994
22070,1044
22071,872
22072,668
22073,863
22074,877
22075,873
22076,711
22077,618
22078,547
22079,582
22080,637
22081,864
22082,770
22083,709
22084,541
22085,564
22086,497
22087,457
22088,410
