CODIGO,CATEGORIA,NOMBRE,MUNICIPIO,DEPARTAMENTO,AO,ELEVACION,LONGITUD,LATITUD,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
26090380,PM,Bellavista,Palmira,Valle del Cauca,9,2875,-76,3.63,119.1,100.7,143,158.5,113.3,60.8,63,39.9,69.8,178.2,174.7,139,1360
26075090,ME,Chambu,Palmira,Valle del Cauca,9,1350,-76.22,3.48,110.4,115.7,163.4,190.8,121.6,58.3,40.6,40.5,106.5,185.4,208.7,140.1,1482
26095180,CO,San Emigdio,Palmira,Valle del Cauca,9,1272,-76.2,3.55,109.8,123,171,195.8,137.8,68.5,48,56.4,115.4,220.9,205.8,141.9,1594.3
26090300,PM,Tenjo,Palmira,Valle del Cauca,9,1500,-76.17,3.52,159.9,154.3,202.5,234.5,168.8,61.6,43.4,43.6,119.8,261.2,270.5,198,1918.1
26070590,PM,Bolo Blanco,Pradera,Valle del Cauca,9,2410,-76.07,3.43,133.3,100.9,149.3,172.5,136.6,79.1,55.9,51.7,72.9,202.3,219.2,164.6,1538.3
26080260,PM,Riofrío,Riofrío,Valle del Cauca,9,953,-76.3,4.15,71.3,68.1,126.9,163.2,153.3,93.5,60.4,66.5,104.9,150.6,153.5,99.4,1311.6
26115080,ME,Candelaria,Roldanillo,Valle del Cauca,9,945,-76.08,4.48,46.3,63.3,95.8,141.2,125.3,72.4,71.3,58.3,100.6,131.2,99.2,70.8,1075.7
26110360,PM,El Aguacate ,Roldanillo,Valle del Cauca,9,1400,-76.2,4.4,70.2,88.2,126.9,177.1,164.8,88.1,74.4,61.2,120.4,170.5,170.3,109,1421.1
26110390,PM,El Orégano ,Roldanillo,Valle del Cauca,9,1460,-76.2,4.47,57.5,73.6,92.4,155.6,124.4,85.5,70.7,62.8,108.4,135.3,127.4,76.8,1170.4
26110230,PG,Isugu,Roldanillo,Valle del Cauca,9,933,-76.1,4.42,36.8,60.2,81.6,130.7,130.6,73.4,80.2,65.4,98,117.8,101.6,69.2,1045.5
26110180,PM,Montecristo,Roldanillo,Valle del Cauca,9,1367,-76.23,4.47,81,85.3,115.2,174.4,161.8,92,68.5,62.9,109,171,157.6,105.4,1384.1
26090620,PM,Angosturas,San Pedro,Valle del Cauca,9,1221,-76.2,3.98,112.8,113.1,154.7,191.8,133.7,61.7,53.9,56.1,110,172.7,173.1,115.9,1449.5
26100380,PM,Alegrías,Sevilla,Valle del Cauca,9,2290,-75.87,4.08,126,118.2,171.5,189,152.4,71.8,58.5,63.5,93.3,210.4,199.5,153.6,1607.7
26110220,PM,Buenavista,Toro,Valle del Cauca,9,1750,-76.12,4.68,65.8,68.4,99.2,162.1,143,85.9,72.4,61.7,115,148.7,133.2,76,1231.4
26110300,PM,Ceros,Toro,Valle del Cauca,9,940,-76.03,4.62,38.4,67.3,89.3,135.5,117.4,75.3,81.3,72.6,106.3,109.8,91.7,50.9,1035.8
26110330,PM,El Oso ,Toro,Valle del Cauca,9,976,-76.1,4.58,61.4,73.1,107.5,183.1,152.8,97.7,86.1,79.2,118.4,152,137.7,87.7,1336.7
26110430,PM,La Quiebra ,Toro,Valle del Cauca,9,1514,-76.12,4.63,65.3,79.9,110.4,151.9,138.1,97.1,81.3,81.4,111.1,159.3,133.6,81.3,1290.7
26110440,PM,Las Penas,Toro,Valle del Cauca,9,1807,-76.1,4.63,92.7,98.2,147.4,198.5,173.1,121.8,111.9,102.3,149.1,212.4,181.8,123.9,1713.1
26110160,PM,San Francisco,Toro,Valle del Cauca,9,974,-76.04,4.68,85.8,76.8,129.2,170.8,156.3,100.3,101.8,92.5,141.8,142.4,137.3,83,1418
26100670,PM,La Gitana,Tuluá,Valle del Cauca,9,2783,-75.95,3.98,172.2,133.1,202.6,260,212,103.7,74.3,66.3,109.1,283.3,337,216.3,2169.9
26100660,PM,Los Bancos ,Tuluá,Valle del Cauca,9,2350,-75.97,3.95,65,51.7,81.6,92.9,86.4,43.5,34.8,29.8,51.1,118,120.1,75,849.9
26100350,PM,Puerto Frazadas,Tuluá,Valle del Cauca,9,1657,-75.99,4.05,152.5,148.6,165.3,232.8,180.9,103.2,55.1,60,123.4,294.6,250.9,165.9,1933.2
26100680,PM,Venus,Tuluá,Valle del Cauca,9,1560,-76.08,4.07,154.4,148.6,232.5,260.4,239,162.7,124.7,122.6,184.5,299.1,253.6,192.3,2374.4
54030100,PM,El Balsal ,Versalles,Valle del Cauca,9,1524,-76.23,4.67,83.5,82.9,104.1,136.2,130.7,77.1,74.1,76.7,108.6,174.1,188.1,98,1334.1
54030120,PM,La Arabia ,Versalles,Valle del Cauca,9,1395,-76.2,4.62,59.3,74,122.9,162,152.9,93,74.4,87.1,128.2,152.5,128,74.2,1308.5
54030010,PM,Patumac,Versalles,Valle del Cauca,9,1890,-76.2,4.57,60,84.9,110.6,176,140.7,95.6,70.8,79.2,130.6,185.5,163.4,94.8,1392.1
54030150,PM,Puerto Nuevo,Versalles,Valle del Cauca,9,990,-76.27,4.6,64.2,74.1,94.5,114.5,102.8,69.8,53.4,48.2,79.3,154,159.9,90.2,1104.9
26080290,PM,Mediacanoa - Alertas,Yotoco,Valle del Cauca,9,962,-76.35,3.89,52.4,78.3,110.6,146.7,103.3,67.6,49.3,46.9,104.4,142.2,117.5,76.3,1095.5
26085130,CO,La Buitrera ,Yumbo,Valle del Cauca,9,1500,-76.57,3.58,64.8,60.9,106.7,143,118.1,69.9,44.8,41.1,71.7,124.8,122.3,79.3,1047.4
26120130,PM,Corozal,Zarzal,Valle del Cauca,9,1178,-75.92,4.4,96.8,109.4,187.7,217.9,191.9,122.8,96.6,86.2,162.3,231.8,188.1,112.9,1804.4
26120180,PM,El Alambrado -Alerta,Zarzal,Valle del Cauca,9,1028,-75.88,4.41,96.9,114.3,191.8,227.4,187.7,121.7,95.6,90.3,161.1,237.7,187.3,118,1829.8
26100400,PM,El Alcázar ,Zarzal,Valle del Cauca,9,963,-76.02,4.31,74,82.7,137.6,206,181.5,121,97.6,82.4,129,184,166.9,109,1571.7
26100360,PM,Quebrada Nueva,Zarzal,Valle del Cauca,9,1024,-75.95,4.4,80.4,96.6,176.4,228.8,193.7,128.4,103.4,83,152,204.7,179.9,118.8,1746.1
34015010,SP,Las Gaviotas ,Cumaribo,Vichada,3,171,-70.93,4.55,28.7,58.2,124,312.4,377.3,419.2,364.6,290.9,267.5,252.7,222.6,107.4,2825.5
33060010,PM,Santa Rita,Cumaribo,Vichada,3,87,-68.36,4.87,57.5,88.2,116.5,249.8,377.3,459.9,505.9,391.2,253.8,252.4,168.2,129.1,3049.8
35250010,PM,La Aurora,La Primavera,Vichada,3,82,-69.42,6.1,10.8,18.6,48.4,170.3,326.7,383.8,374.7,301.6,211,267,159.1,38.4,2310.4
38015030,CP,Aeropuerto Puerto Carreño,Puerto Carreño,Vichada,3,57,-67.49,6.18,12.7,18.1,45.9,157.4,282.7,473.1,489.5,334,208.5,168.4,109.4,34.7,2334.4
